"FirstNeg" "SecondNeg" "FirstPos" "SecondPos" "TotalMechs" "TotalNeg" "TotalPos" "FalseMech1" "FalseMech2" "FalseMech3" "FalseMech4" "exRf$y"
"8116" 2 3 10 6 32 8 3 1 2 22 26 "1"
"8117" 6 8 78 71 84 35 4 4 6 35 39 "-1"
"8118" 2 7 123 82 60 19 5 1 3 7 15 "-1"
"8119" 5 9 40 37 42 9 2 1 3 20 21 "1"
"8120" 2 7 185 19 49 13 2 0 3 2 36 "1"
"8121" 7 12 193 45 64 20 2 1 3 0 43 "1"
"8122" 6 10 69 3 41 12 2 2 5 13 39 "1"
"8123" 8 11 132 6 41 12 2 6 7 4 36 "1"
"8124" 7 15 194 40 42 12 3 1 6 0 23 "-1"
"8125" 8 18 13 3 40 11 2 3 9 33 39 "1"
"8126" 3 11 49 0 41 13 1 0 2 18 0 "1"
"8127" 1 2 36 28 36 14 2 0 1 18 23 "-1"
"8128" 5 8 191 177 49 16 5 1 2 0 2 "-1"
"8129" 5 8 59 0 28 6 1 4 6 12 0 "1"
"8130" 8 9 194 72 46 14 4 3 4 0 15 "1"
"8131" 11 12 0 0 38 16 0 2 3 0 0 "1"
"8132" 2 3 120 0 45 17 1 1 2 6 0 "1"
"8133" 12 13 189 150 66 27 4 1 2 3 15 "-1"
"8134" 16 19 189 148 46 14 4 6 7 0 3 "1"
"8135" 6 9 145 102 36 14 2 1 3 3 6 "1"
"8136" 4 18 5 0 44 16 1 1 8 41 0 "1"
"8137" 1 3 172 35 46 15 3 0 2 3 24 "-1"
"8138" 4 6 0 0 57 22 0 1 2 0 0 "1"
"8139" 1 12 167 69 47 15 4 0 4 1 16 "-1"
"8140" 10 12 34 25 40 9 2 2 3 23 28 "-1"
"8141" 2 5 117 0 30 10 1 0 2 4 0 "1"
"8142" 11 19 0 0 28 8 0 5 10 0 0 "1"
"8143" 4 5 73 12 43 14 2 2 3 14 35 "1"
"8144" 3 9 0 0 46 22 0 1 4 0 0 "1"
"8145" 15 17 187 103 69 28 4 2 3 4 29 "-1"
"8146" 9 15 191 28 39 12 2 3 7 0 23 "1"
"8147" 15 16 191 113 68 27 5 1 2 2 19 "-1"
"8148" 1 7 193 99 47 19 4 0 3 0 9 "-1"
"8149" 5 8 189 56 48 16 4 1 4 0 18 "1"
"8150" 7 11 45 0 39 16 1 2 3 18 0 "-1"
"8151" 2 3 83 0 45 17 1 1 2 12 0 "1"
"8152" 3 4 89 0 45 14 1 1 2 13 0 "1"
"8153" 6 7 92 0 45 15 1 3 4 12 0 "1"
"8154" 8 18 137 58 38 6 3 3 8 2 14 "1"
"8155" 2 6 82 81 44 15 3 1 3 6 7 "1"
"8156" 1 2 44 15 37 11 2 0 1 16 28 "-1"
"8157" 2 7 150 142 21 6 3 0 2 0 2 "-1"
"8158" 1 4 52 5 39 10 3 0 2 16 35 "-1"
"8159" 2 4 0 0 48 20 0 1 2 0 0 "1"
"8160" 1 4 193 60 37 13 2 0 1 0 15 "-1"
"8161" 8 10 176 156 46 15 4 3 4 1 4 "-1"
"8162" 1 7 54 0 55 15 1 0 2 32 0 "-1"
"8163" 1 4 0 0 52 18 0 0 1 0 0 "-1"
"8164" 1 8 57 18 43 15 2 0 3 15 34 "-1"
"8165" 1 7 60 28 42 13 2 0 3 17 29 "-1"
"8166" 1 8 184 158 48 14 5 0 1 2 3 "-1"
"8167" 1 3 22 15 50 15 2 0 1 39 43 "-1"
"8168" 0 0 157 117 16 0 4 0 0 0 1 "1"
"8169" 0 0 151 39 15 0 3 0 0 0 8 "1"
"8170" 98 129 0 0 13 2 0 9 12 0 0 "-1"
"8171" 1 4 0 0 42 15 0 0 2 0 0 "-1"
"8172" 1 11 87 40 45 14 3 0 4 12 25 "-1"
"8173" 6 9 54 14 28 9 2 2 3 11 23 "-1"
"8174" 7 19 69 47 40 11 2 3 8 10 17 "1"
"8175" 7 136 160 80 16 2 3 0 13 0 7 "1"
"8176" 1 8 191 70 63 20 5 0 2 1 34 "-1"
"8177" 1 3 192 28 44 10 3 0 2 0 25 "-1"
"8178" 1 7 37 4 36 11 2 0 2 20 34 "-1"
"8179" 7 9 143 0 39 12 1 1 3 3 0 "1"
"8180" 1 10 60 0 42 12 1 0 4 16 0 "-1"
"8181" 1 3 12 2 42 12 2 0 2 37 40 "-1"
"8182" 0 0 139 20 14 0 2 0 0 2 10 "1"
"8183" 10 14 147 0 15 2 1 0 2 1 0 "1"
"8184" 0 0 38 0 48 0 1 0 0 28 0 "1"
"8185" 0 0 0 0 43 0 0 0 0 0 0 "1"
"8186" 1 5 193 182 59 14 4 0 1 0 4 "-1"
"8187" 4 13 0 0 42 17 0 1 5 0 0 "-1"
"8188" 1 2 155 54 46 11 3 0 1 2 22 "-1"
"8189" 0 0 0 0 10 0 0 0 0 0 0 "1"
"8190" 3 5 189 157 58 19 3 0 1 0 14 "1"
"8191" 2 14 13 0 38 10 1 0 3 35 0 "1"
"8192" 25 121 46 12 16 3 2 4 13 9 15 "1"
"8193" 4 6 138 0 15 2 1 0 1 1 0 "1"
"8194" 83 140 160 151 15 2 2 7 12 0 1 "1"
"8195" 8 12 0 0 15 2 0 2 3 0 0 "1"
"8196" 72 NA 152 131 16 1 2 8 0 1 2 "1"
"8197" 0 0 0 0 12 0 0 0 0 0 0 "1"
"8198" 0 0 7 0 14 0 1 0 0 12 0 "1"
"8199" 28 NA 146 0 15 1 1 4 0 1 0 "1"
"8200" 5 10 185 86 49 17 4 1 2 0 14 "-1"
"8201" 18 34 69 0 49 14 1 3 12 24 0 "1"
"8202" 9 12 193 115 68 27 5 1 2 0 21 "-1"
"8203" 1 2 143 117 46 14 3 0 1 5 8 "-1"
"8204" 2 3 34 8 53 12 2 1 2 36 49 "-1"
"8205" 1 3 191 178 57 18 3 0 1 1 9 "1"
"8206" 5 10 165 160 60 17 4 2 3 9 10 "1"
"8207" 37 NA 146 140 16 1 2 6 0 0 1 "1"
"8208" 24 127 135 132 16 2 2 4 12 1 2 "1"
"8209" 0 0 150 125 15 0 3 0 0 0 1 "1"
"8210" 0 0 157 154 14 0 2 0 0 0 1 "1"
"8211" 3 8 141 112 18 2 3 0 2 0 3 "1"
"8212" 7 NA 138 123 15 1 3 0 0 0 1 "1"
"8213" 3 8 159 103 18 2 3 0 1 0 4 "1"
"8214" 2 17 127 0 16 2 1 0 4 0 0 "1"
"8215" 5 NA 0 0 14 1 0 1 0 0 0 "1"
"8216" 8 11 166 101 69 27 5 1 2 9 28 "-1"
"8217" 8 9 26 0 45 14 1 1 2 34 0 "-1"
"8218" 6 9 0 0 53 11 0 5 8 0 0 "1"
"8219" 9 14 157 100 48 10 3 8 13 2 6 "1"
"8220" 16 18 164 145 75 16 6 12 13 5 10 "1"
"8221" 1 3 99 4 49 13 2 0 2 7 45 "1"
"8222" 10 12 39 0 51 11 1 9 11 20 0 "1"
"8223" 16 18 143 92 60 12 3 14 16 2 13 "1"
"8224" 11 12 14 7 42 10 2 8 9 30 36 "1"
"8225" 10 11 171 162 51 12 4 8 9 0 1 "1"
"8226" 2 16 0 0 35 11 0 0 12 0 0 "1"
"8227" 10 16 108 81 71 18 6 9 14 14 25 "1"
"8228" 1 12 177 171 33 6 7 0 2 1 2 "1"
"8229" 2 7 118 108 57 14 5 1 6 6 9 "1"
"8230" 3 9 164 98 48 13 3 2 8 0 5 "1"
"8231" 12 15 0 0 60 14 0 11 13 0 0 "1"
"8232" 1 2 181 178 104 32 10 0 1 2 3 "-1"
"8233" 7 11 49 39 57 14 3 5 9 20 24 "1"
"8234" 3 9 138 35 46 20 2 2 8 2 17 "1"
"8235" 2 3 36 19 56 16 2 1 2 26 39 "1"
"8236" 1 5 132 127 48 11 4 0 4 3 4 "1"
"8237" 2 3 121 98 65 20 6 0 1 7 15 "1"
"8238" 2 6 62 30 57 15 3 1 5 16 31 "1"
"8239" 1 5 159 106 57 13 3 0 4 0 11 "1"
"8240" 19 20 125 49 46 12 4 5 6 12 28 "1"
"8241" 7 13 0 0 36 7 0 6 12 0 0 "1"
"8242" 16 17 114 29 43 9 2 12 13 3 22 "1"
"8243" 4 7 57 47 53 16 2 3 6 16 20 "1"
"8244" 1 2 188 185 105 30 13 0 1 1 2 "-1"
"8245" 1 2 121 55 53 17 4 0 1 5 17 "1"
"8246" 1 4 188 171 105 31 12 0 3 2 9 "-1"
"8247" 13 14 110 100 60 18 6 10 11 11 13 "1"
"8248" 2 13 91 11 57 14 2 1 12 13 46 "1"
"8249" 6 9 146 116 53 13 5 4 7 2 4 "1"
"8250" 9 13 0 0 60 13 0 8 12 0 0 "1"
"8251" 1 2 130 84 60 16 4 0 1 5 16 "1"
"8252" 3 4 113 91 60 15 2 2 3 10 16 "1"
"8253" 1 5 173 143 47 12 4 0 3 0 2 "1"
"8254" 4 7 106 77 55 16 6 3 6 9 15 "1"
"8255" 2 9 99 0 44 10 1 1 7 3 0 "1"
"8256" 1 6 53 39 43 11 5 0 2 19 25 "-1"
"8257" 1 11 104 44 47 7 6 0 9 1 14 "1"
"8258" 7 12 0 0 46 13 0 6 11 0 0 "1"
"8259" 15 17 48 0 38 10 1 12 13 14 0 "1"
"8260" 8 19 125 111 62 16 5 4 12 5 12 "1"
"8261" 3 9 67 2 56 16 2 2 7 15 54 "1"
"8262" 11 15 44 18 53 13 2 8 12 21 37 "1"
"8263" 1 6 89 37 52 13 4 0 5 8 22 "1"
"8264" 4 5 0 0 54 13 0 2 3 0 0 "1"
"8265" 7 12 90 36 60 16 3 6 11 13 30 "1"
"8266" 3 5 112 53 49 13 3 1 3 4 17 "1"
"8267" 7 9 30 26 31 5 5 3 5 15 16 "-1"
"8268" 3 7 123 27 31 5 5 0 4 2 16 "1"
"8269" 153 158 187 173 31 5 5 16 18 2 8 "1"
"8270" 4 7 96 28 53 14 2 2 5 11 30 "1"
"8271" 14 26 60 51 54 13 4 13 21 12 15 "1"
"8272" 1 4 108 17 34 9 3 0 1 7 28 "1"
"8273" 3 8 31 18 53 10 2 2 7 28 35 "1"
"8274" 17 22 47 16 30 2 5 10 12 11 20 "-1"
"8275" 2 5 188 139 77 18 11 1 4 0 5 "-1"
"8276" 5 8 0 0 47 11 0 4 7 0 0 "1"
"8277" 17 20 0 0 40 9 0 11 13 0 0 "1"
"8278" 1 4 138 0 45 11 1 0 3 0 0 "1"
"8279" 1 9 0 0 43 11 0 0 8 0 0 "1"
"8280" 2 3 35 0 44 11 1 0 1 17 0 "-1"
"8281" 6 54 188 185 36 4 9 2 10 2 3 "1"
"8282" 18 58 179 159 32 4 6 2 5 1 7 "1"
"8283" 4 NA 128 102 46 1 2 3 0 2 7 "1"
"8284" 0 0 0 0 54 0 0 0 0 0 0 "1"
"8285" 1 2 133 55 72 23 6 0 1 8 27 "-1"
"8286" 4 8 84 51 49 14 2 3 7 9 14 "1"
"8287" 9 17 30 16 48 11 2 8 13 24 35 "1"
"8288" 5 170 171 168 30 5 4 1 22 6 8 "1"
"8289" 11 12 53 4 58 15 2 9 10 19 55 "1"
"8290" 9 12 0 0 44 10 0 8 11 0 0 "1"
"8291" 21 97 31 0 23 4 1 4 16 16 0 "1"
"8292" 38 106 189 186 31 8 5 2 13 0 1 "1"
"8293" 4 24 16 11 31 4 3 2 14 20 24 "-1"
"8294" 1 15 11 8 36 6 2 0 10 27 30 "-1"
"8295" 11 17 20 3 32 5 3 6 10 18 29 "-1"
"8296" 124 159 191 166 30 3 5 13 20 0 8 "1"
"8297" 7 15 79 44 36 4 5 4 10 8 14 "1"
"8298" 3 10 21 2 37 8 2 1 4 23 36 "-1"
"8299" 2 5 133 49 78 23 5 1 4 5 33 "-1"
"8300" 10 13 23 0 49 14 1 7 10 33 0 "1"
"8301" 1 2 193 176 108 32 12 0 1 0 8 "-1"
"8302" 6 12 101 0 49 10 1 4 10 5 0 "1"
"8303" 4 6 108 47 54 12 3 3 5 2 22 "1"
"8304" 2 10 98 0 54 16 1 0 8 13 0 "1"
"8305" 1 6 120 101 68 19 8 0 4 12 17 "1"
"8306" 11 17 44 26 32 4 3 4 7 11 16 "1"
"8307" 10 11 23 14 33 5 3 4 5 20 25 "-1"
"8308" 6 158 171 164 31 3 6 2 22 4 7 "1"
"8309" 6 18 43 17 31 4 5 4 10 13 21 "-1"
"8310" 2 18 153 17 32 5 3 0 9 0 23 "-1"
"8311" 18 34 24 9 31 3 4 10 17 18 24 "-1"
"8312" 2 6 43 26 33 7 4 0 3 12 19 "-1"
"8313" 1 5 154 50 32 6 5 0 2 0 14 "-1"
"8314" 2 3 185 177 35 6 7 0 1 2 6 "1"
"8315" 3 5 185 174 104 32 12 2 3 3 5 "-1"
"8316" 1 3 43 37 51 16 3 0 1 17 20 "1"
"8317" 11 14 168 125 64 19 2 5 7 7 13 "-1"
"8318" 1 2 193 76 64 23 4 0 1 0 32 "-1"
"8319" 5 7 170 167 109 27 10 3 5 8 9 "-1"
"8320" 7 8 163 89 58 19 2 2 3 6 22 "-1"
"8321" 7 11 103 0 60 21 1 3 4 16 0 "-1"
"8322" 3 8 114 78 72 24 4 1 4 19 29 "-1"
"8323" 31 35 171 21 49 17 3 9 12 4 42 "-1"
"8324" 1 2 185 176 54 20 5 0 1 1 3 "-1"
"8325" 8 14 73 0 38 18 1 0 3 17 0 "-1"
"8326" 4 7 162 124 84 28 5 2 5 8 18 "-1"
"8327" 8 9 73 55 48 17 5 2 3 21 27 "-1"
"8328" 1 10 176 162 68 25 4 0 2 4 8 "-1"
"8329" 4 6 176 93 53 24 2 2 3 1 17 "-1"
"8330" 3 4 129 87 72 26 4 1 2 7 21 "-1"
"8331" 3 6 0 0 139 64 0 2 5 0 0 "-1"
"8332" 15 21 166 164 67 23 6 6 8 5 6 "-1"
"8333" 7 12 185 129 52 22 3 2 3 0 5 "-1"
"8334" 1 5 175 121 69 26 3 0 2 4 15 "-1"
"8335" 2 19 177 173 56 19 3 1 5 5 7 "-1"
"8336" 3 5 173 118 84 31 4 1 2 5 22 "-1"
"8337" 2 3 187 184 67 21 6 0 1 2 3 "1"
"8338" 2 11 103 0 68 26 1 1 6 13 0 "-1"
"8339" 33 43 158 107 55 20 5 2 6 7 19 "-1"
"8340" 12 15 34 0 41 12 1 3 4 24 0 "-1"
"8341" 2 13 117 84 56 23 4 0 4 14 24 "-1"
"8342" 4 5 157 96 63 26 6 2 3 6 21 "-1"
"8343" 4 5 90 0 146 66 1 3 4 62 0 "-1"
"8344" 2 10 173 105 62 23 4 1 5 2 17 "-1"
"8345" 3 5 175 0 143 65 1 2 4 13 0 "-1"
"8346" 8 18 193 164 71 30 7 3 7 0 6 "-1"
"8347" 1 9 184 174 69 23 6 0 2 5 9 "1"
"8348" 10 14 190 168 54 24 6 3 4 0 3 "-1"
"8349" 1 2 63 57 72 25 3 0 1 33 38 "-1"
"8350" 5 6 105 83 72 22 6 2 3 18 26 "-1"
"8351" 3 8 163 52 72 24 2 2 4 3 40 "-1"
"8352" 8 13 193 171 49 13 4 0 2 0 4 "-1"
"8353" 13 14 185 179 65 28 7 3 4 0 3 "-1"
"8354" 5 7 168 111 49 18 3 1 2 2 15 "-1"
"8355" 6 11 0 0 50 20 0 0 1 0 0 "-1"
"8356" 7 8 86 74 55 20 2 1 2 17 21 "-1"
"8357" 2 4 121 96 53 22 3 1 2 13 18 "-1"
"8358" 3 9 93 74 42 19 3 1 3 15 19 "-1"
"8359" 8 9 178 128 68 26 4 2 3 7 12 "-1"
"8360" 3 7 165 106 71 23 5 1 2 6 20 "-1"
"8361" 5 13 117 109 65 21 5 0 3 19 22 "-1"
"8362" 3 6 88 57 59 26 3 1 2 20 31 "-1"
"8363" 5 6 194 123 62 17 4 2 3 0 14 "-1"
"8364" 2 4 119 105 67 26 5 0 2 17 21 "-1"
"8365" 5 7 101 79 66 24 2 1 3 25 32 "-1"
"8366" 8 12 22 9 37 13 3 3 5 26 32 "-1"
"8367" 4 10 47 43 35 9 4 0 1 16 18 "-1"
"8368" 2 3 30 29 35 10 5 0 1 21 22 "-1"
"8369" 3 4 166 117 61 28 2 1 2 3 12 "-1"
"8370" 8 13 192 180 62 23 7 3 6 0 3 "-1"
"8371" 17 29 154 63 40 11 5 1 3 5 25 "-1"
"8372" 11 15 167 111 61 19 3 5 7 2 12 "-1"
"8373" 2 3 60 21 36 12 4 1 2 14 26 "-1"
"8374" 4 5 175 171 101 45 5 2 3 11 13 "-1"
"8375" 3 18 193 85 56 19 3 1 10 0 25 "-1"
"8376" 8 16 165 106 42 15 3 1 3 0 11 "-1"
"8377" 4 8 114 85 50 18 6 1 3 8 16 "-1"
"8378" 3 16 163 86 52 17 2 2 7 2 19 "-1"
"8379" 2 5 95 0 46 20 1 0 1 15 0 "-1"
"8380" 3 15 164 55 39 9 7 0 6 3 20 "-1"
"8381" 1 3 52 27 36 10 4 0 1 18 28 "-1"
"8382" 36 67 174 152 57 2 3 13 23 10 15 "1"
"8383" 0 0 0 0 61 0 0 0 0 0 0 "1"
"8384" 1 3 169 160 88 32 7 0 1 8 13 "-1"
"8385" 6 7 172 160 59 23 6 4 5 0 1 "-1"
"8386" 8 29 189 92 53 17 5 3 12 1 19 "-1"
"8387" 2 8 22 18 34 11 4 0 3 24 26 "-1"
"8388" 3 4 164 108 76 29 7 0 1 11 23 "-1"
"8389" 8 9 95 91 51 16 3 3 4 15 17 "-1"
"8390" 27 48 18 0 28 7 1 3 6 26 0 "-1"
"8391" 7 9 15 1 36 15 2 1 2 31 35 "-1"
"8392" 5 9 7 2 37 13 2 3 6 31 36 "-1"
"8393" 9 10 39 16 39 11 3 2 3 25 31 "-1"
"8394" 11 13 12 0 37 14 1 1 3 34 0 "-1"
"8395" 7 14 23 20 35 4 4 1 6 23 24 "1"
"8396" 6 7 161 48 40 4 3 1 2 7 25 "1"
"8397" 5 9 15 12 41 13 3 1 3 33 35 "-1"
"8398" 4 6 114 67 89 35 4 3 4 23 47 "-1"
"8399" 2 8 190 106 68 27 5 1 3 3 22 "-1"
"8400" 7 10 191 183 108 32 12 3 5 2 4 "-1"
"8401" 1 4 170 110 62 21 6 0 2 4 17 "-1"
"8402" 2 3 108 0 69 20 1 1 2 18 0 "-1"
"8403" 4 7 104 101 72 27 5 0 1 25 27 "-1"
"8404" 4 7 134 120 90 30 7 2 3 17 22 "-1"
"8405" 3 6 94 32 38 14 2 1 3 9 24 "-1"
"8406" 5 7 12 1 39 13 2 1 2 33 38 "-1"
"8407" 10 13 31 18 37 11 4 3 5 24 29 "-1"
"8408" 4 13 39 12 36 11 3 2 5 20 31 "-1"
"8409" 1 6 162 22 38 14 3 0 2 0 29 "-1"
"8410" 8 13 20 15 37 12 3 3 5 26 29 "-1"
"8411" 7 8 46 22 39 14 4 1 2 20 29 "-1"
"8412" 1 10 26 3 36 12 2 0 3 26 34 "-1"
"8413" 2 4 32 16 38 11 3 1 2 24 31 "-1"
"8414" 2 3 182 151 140 66 3 1 2 8 15 "-1"
"8415" 5 7 105 95 59 23 4 2 4 15 16 "-1"
"8416" 9 11 0 0 44 14 0 4 5 0 0 "-1"
"8417" 1 2 191 81 40 12 3 0 1 0 9 "-1"
"8418" 2 6 193 162 55 13 7 0 1 1 5 "-1"
"8419" 7 10 176 49 41 11 2 0 1 2 20 "-1"
"8420" 5 9 117 107 44 13 2 1 4 8 10 "-1"
"8421" 1 9 194 82 44 12 2 0 4 0 13 "-1"
"8422" 8 23 22 0 35 11 1 2 10 25 0 "-1"
"8423" 4 17 148 84 39 10 3 1 7 2 10 "-1"
"8424" 9 11 0 0 33 14 0 1 2 0 0 "-1"
"8425" 9 14 132 101 50 17 3 4 6 5 10 "-1"
"8426" 10 11 0 0 21 5 0 2 3 0 0 "1"
"8427" 1 2 187 170 47 15 3 0 1 0 3 "-1"
"8428" 2 5 108 94 39 12 2 0 2 6 9 "-1"
"8429" 1 5 100 68 44 13 3 0 1 6 10 "-1"
"8430" 1 7 192 123 59 21 4 0 3 1 15 "-1"
"8431" 2 7 190 179 45 12 3 0 3 0 2 "-1"
"8432" 13 15 0 0 33 10 0 4 6 0 0 "-1"
"8433" 1 4 68 0 47 19 1 0 1 15 0 "-1"
"8434" 4 11 149 70 43 13 2 1 6 4 16 "-1"
"8435" 4 9 186 179 49 18 4 0 4 1 3 "1"
"8436" 8 21 158 152 45 15 2 3 8 2 5 "1"
"8437" 1 2 41 0 43 13 1 0 1 23 0 "-1"
"8438" 4 15 142 13 29 10 2 1 3 5 26 "1"
"8439" 15 49 82 2 28 4 2 4 16 6 27 "-1"
"8440" 2 8 60 34 44 10 3 0 4 15 25 "-1"
"8441" 1 5 181 179 46 17 3 0 2 0 1 "-1"
"8442" 1 3 191 96 62 21 6 0 2 0 20 "-1"
"8443" 1 6 193 182 39 10 4 0 2 0 1 "-1"
"8444" 1 6 179 139 59 21 6 0 2 1 9 "-1"
"8445" 5 13 193 179 49 12 5 3 8 1 2 "-1"
"8446" 2 5 179 174 48 14 3 0 2 2 3 "-1"
"8447" 12 25 158 98 38 11 3 2 7 1 8 "-1"
"8448" 2 3 184 64 44 12 4 0 1 0 12 "-1"
"8449" 1 3 72 7 44 13 2 0 2 10 39 "-1"
"8450" 2 11 84 66 44 10 3 0 4 10 14 "-1"
"8451" 13 17 153 95 35 6 4 2 4 2 10 "-1"
"8452" 7 13 178 176 41 14 2 0 2 1 2 "1"
"8453" 6 10 87 63 40 13 3 1 4 12 16 "-1"
"8454" 2 16 172 6 26 7 2 0 2 1 24 "-1"
"8455" 3 4 107 76 46 14 4 1 2 10 15 "-1"
"8456" 6 8 112 74 44 14 3 1 3 9 16 "-1"
"8457" 20 21 185 1 42 13 2 10 11 1 41 "-1"
"8458" 1 9 0 0 47 16 0 0 2 0 0 "-1"
"8459" 2 3 81 0 48 17 1 0 1 12 0 "-1"
"8460" 2 6 100 95 45 12 4 0 3 9 12 "-1"
"8461" 5 6 135 0 48 18 1 0 1 7 0 "-1"
"8462" 2 4 109 0 42 14 1 0 1 9 0 "-1"
"8463" 1 5 183 114 48 14 3 0 1 2 11 "-1"
"8464" 2 8 54 4 47 17 3 1 4 18 43 "-1"
"8465" 13 123 134 0 17 2 1 2 13 1 0 "1"
"8466" 13 94 8 0 16 3 1 1 11 15 0 "1"
"8467" 1 15 0 0 18 2 0 0 4 0 0 "1"
"8468" 3 10 82 26 47 19 2 0 2 15 32 "-1"
"8469" 17 19 114 98 51 14 4 8 9 11 14 "-1"
"8470" 6 15 56 23 33 11 2 0 4 14 25 "-1"
"8471" 6 14 82 58 42 9 4 1 6 10 14 "-1"
"8472" 13 95 0 0 17 3 0 1 11 0 0 "1"
"8473" 4 11 194 173 58 14 7 2 6 0 3 "-1"
"8474" 1 3 0 0 41 13 0 0 2 0 0 "-1"
"8475" 12 16 177 84 33 12 2 3 4 1 11 "-1"
"8476" 3 10 179 67 42 13 2 1 4 0 13 "-1"
"8477" 15 16 168 0 40 10 1 4 5 3 0 "-1"
"8478" 6 10 12 0 38 16 1 0 2 33 0 "-1"
"8479" 58 138 6 0 19 3 1 12 17 16 0 "1"
"8480" 66 110 0 0 15 3 0 7 11 0 0 "1"
"8481" 0 0 61 0 36 0 1 0 0 14 0 "1"
"8482" 0 0 0 0 49 0 0 0 0 0 0 "1"
"8483" 1 14 192 184 55 13 5 0 10 1 3 "-1"
"8484" 1 8 177 132 44 12 3 0 3 0 6 "-1"
"8485" 5 9 3 0 45 16 1 1 3 44 0 "-1"
"8486" 131 NA 0 0 16 1 0 14 0 0 0 "1"
"8487" 10 11 190 111 51 12 5 3 4 0 12 "-1"
"8488" 3 5 0 0 43 14 0 0 2 0 0 "-1"
"8489" 5 19 123 92 20 3 2 1 3 4 8 "1"
"8490" 6 12 4 0 16 3 1 1 3 15 0 "1"
"8491" 17 112 0 0 19 3 0 2 15 0 0 "1"
"8492" 6 136 0 0 20 2 0 2 18 0 0 "1"
"8493" 7 21 0 0 20 4 0 2 6 0 0 "1"
"8494" 0 0 0 0 18 0 0 0 0 0 0 "1"
"8495" 0 0 3 0 21 0 1 0 0 18 0 "1"
"8496" 6 9 0 0 22 4 0 3 4 0 0 "1"
"8497" 2 4 157 115 52 12 4 1 2 0 6 "-1"
"8498" 2 8 177 170 46 14 3 0 2 3 5 "-1"
"8499" 15 34 87 0 49 10 1 7 19 14 0 "-1"
"8500" 4 13 184 119 62 21 6 1 3 1 14 "-1"
"8501" 2 12 0 0 47 17 0 1 4 0 0 "-1"
"8502" 2 14 192 97 50 17 4 0 5 0 9 "-1"
"8503" 1 3 99 85 55 15 4 0 1 11 15 "-1"
"8504" 9 52 1 0 21 4 1 4 11 20 0 "1"
"8505" 3 16 0 0 20 4 0 1 6 0 0 "1"
"8506" 5 134 127 0 19 2 1 2 17 2 0 "1"
"8507" 14 108 0 0 18 2 0 5 13 0 0 "1"
"8508" 86 128 167 122 18 2 2 8 15 0 3 "1"
"8509" 14 128 0 0 18 2 0 3 16 0 0 "1"
"8510" 21 116 163 149 18 2 2 3 10 1 2 "1"
"8511" 3 29 0 0 16 3 0 0 5 0 0 "1"
"8512" 6 150 0 0 19 2 0 2 17 0 0 "1"
"8513" 1 2 167 130 61 21 6 0 1 7 12 "-1"
"8514" 2 10 124 109 47 14 2 0 2 7 9 "-1"
"8515" 11 19 0 0 50 14 0 4 10 0 0 "-1"
"8516" 14 17 174 0 54 12 1 5 6 5 0 "-1"
"8517" 8 10 74 34 63 11 3 4 6 27 43 "-1"
"8518" 10 11 181 0 47 14 1 3 4 0 0 "-1"
"8519" 6 13 100 0 48 15 1 2 6 10 0 "-1"
"8520" 14 18 13 0 55 13 1 7 11 48 0 "-1"
"8521" 11 16 179 0 34 10 1 4 7 0 0 "-1"
"8522" 11 18 74 67 49 12 2 3 7 17 20 "-1"
"8523" 7 9 0 0 37 16 0 2 3 0 0 "-1"
"8524" 1 7 95 22 58 18 2 0 2 21 50 "1"
"8525" 7 18 0 0 26 4 0 1 6 0 0 "-1"
"8526" 6 17 0 0 48 13 0 2 8 0 0 "-1"
"8527" 4 9 146 21 48 14 2 1 4 4 37 "-1"
"8528" 13 15 43 0 50 14 1 6 7 21 0 "-1"
"8529" 2 8 0 0 70 20 0 1 3 0 0 "-1"
"8530" 12 17 88 62 50 10 2 4 8 14 19 "-1"
"8531" 15 19 0 0 37 10 0 6 9 0 0 "-1"
"8532" 7 14 96 0 50 17 1 2 6 11 0 "-1"
"8533" 12 20 81 48 46 12 2 3 8 14 22 "-1"
"8534" 8 9 170 0 62 15 1 3 4 9 0 "-1"
"8535" 4 12 0 0 50 15 0 1 5 0 0 "-1"
"8536" 6 11 22 0 54 15 1 3 4 42 0 "-1"
"8537" 13 18 82 0 35 8 1 7 10 8 0 "-1"
"8538" 9 21 4 0 33 5 1 4 11 31 0 "-1"
"8539" 5 20 57 0 37 7 1 2 10 14 0 "-1"
"8540" 9 13 95 55 48 15 3 3 4 12 19 "-1"
"8541" 2 4 95 87 69 21 2 1 3 29 32 "-1"
"8542" 7 12 157 49 50 12 3 3 5 3 24 "-1"
"8543" 5 8 99 75 67 20 2 3 4 26 32 "-1"
"8544" 11 36 169 82 48 12 4 3 19 2 14 "-1"
"8545" 7 16 0 0 52 14 0 2 6 0 0 "-1"
"8546" 7 10 127 100 47 15 3 1 3 7 11 "-1"
"8547" 6 12 36 0 50 14 1 3 6 24 0 "-1"
"8548" 7 10 33 0 50 13 1 3 5 28 0 "-1"
"8549" 12 16 63 25 50 11 2 6 9 15 35 "-1"
"8550" 7 15 111 106 43 9 4 0 4 6 7 "-1"
"8551" 8 12 37 0 50 17 1 3 5 31 0 "-1"
"8552" 6 8 103 27 48 16 2 2 4 9 33 "-1"
"8553" 9 14 0 0 33 9 0 4 7 0 0 "-1"
"8554" 5 7 25 0 52 14 1 1 2 36 0 "-1"
