"FirstNeg" "SecondNeg" "FirstPos" "SecondPos" "TotalMechs" "TotalNeg" "TotalPos" "FalseMech1" "FalseMech2" "FalseMech3" "FalseMech4" "exRf$y"
"1334" 3 7 95 54 49 16 4 0 2 11 21 "-1"
"1335" 3 7 93 35 42 15 4 1 2 7 23 "-1"
"1336" 25 164 5 0 21 2 1 3 17 20 0 "1"
"1337" 104 186 192 139 19 2 2 8 17 0 4 "1"
"1338" 7 10 0 0 16 3 0 3 5 0 0 "1"
"1339" 4 13 56 27 51 16 2 1 4 21 36 "-1"
"1340" 12 14 192 106 50 15 5 5 6 0 8 "-1"
"1341" 1 7 103 47 33 10 3 0 4 7 13 "-1"
"1342" 6 9 68 61 57 16 4 2 5 18 21 "-1"
"1343" 116 132 5 0 20 2 1 13 18 17 0 "1"
"1344" 3 4 117 86 63 21 4 1 2 7 20 "-1"
"1345" 14 21 41 18 43 10 2 6 10 22 34 "-1"
"1346" 6 17 106 53 36 10 2 1 6 6 17 "-1"
"1347" 7 11 102 79 47 15 4 2 3 9 13 "-1"
"1348" 16 17 41 0 42 13 1 7 8 22 0 "-1"
"1349" 2 7 31 0 38 10 1 0 2 24 0 "-1"
"1350" 1 73 3 0 21 4 1 0 11 19 0 "1"
"1351" 1 63 0 0 19 4 0 0 8 0 0 "1"
"1352" 28 NA 50 0 39 1 1 15 0 15 0 "1"
"1353" 0 0 0 0 49 0 0 0 0 0 0 "1"
"1354" 1 2 53 23 57 16 2 0 1 28 45 "-1"
"1355" 10 12 110 82 51 20 3 4 6 6 11 "-1"
"1356" 28 29 87 11 42 9 3 12 13 8 37 "-1"
"1357" 100 NA 0 0 15 1 0 11 0 0 0 "1"
"1358" 5 7 107 63 47 15 4 1 2 6 16 "-1"
"1359" 8 10 92 85 45 12 3 3 4 8 11 "-1"
"1360" 1 2 112 0 21 4 1 0 1 7 0 "1"
"1361" 3 4 0 0 20 4 0 2 3 0 0 "1"
"1362" 94 107 0 0 19 2 0 12 14 0 0 "1"
"1363" 6 101 0 0 21 3 0 3 15 0 0 "1"
"1364" 9 101 0 0 19 2 0 4 14 0 0 "1"
"1365" 0 0 0 0 15 0 0 0 0 0 0 "1"
"1366" 0 0 1 0 20 0 1 0 0 19 0 "1"
"1367" 5 12 0 0 21 3 0 3 6 0 0 "1"
"1368" 11 14 88 78 64 20 4 4 5 13 17 "-1"
"1369" 9 10 58 0 45 17 1 1 2 14 0 "-1"
"1370" 4 15 0 0 60 14 0 1 10 0 0 "-1"
"1371" 3 4 135 108 72 26 4 1 2 10 17 "-1"
"1372" 3 5 86 32 44 13 3 1 2 9 25 "-1"
"1373" 3 13 65 0 50 14 1 1 5 19 0 "-1"
"1374" 5 6 74 56 45 14 3 0 1 12 15 "-1"
"1375" 9 10 128 96 65 16 6 3 4 9 14 "-1"
"1376" 4 6 0 0 20 3 0 2 4 0 0 "1"
"1377" 1 66 0 0 20 2 0 0 9 0 0 "1"
"1378" 113 NA 0 0 19 1 0 15 0 0 0 "1"
"1379" 87 NA 0 0 19 1 0 11 0 0 0 "1"
"1380" 130 NA 0 0 19 1 0 15 0 0 0 "1"
"1381" 106 125 8 0 20 2 1 14 16 15 0 "1"
"1382" 83 NA 0 0 19 1 0 11 0 0 0 "1"
"1383" 53 NA 0 0 19 1 0 9 0 0 0 "1"
"1384" 1 85 0 0 20 2 0 0 13 0 0 "1"
"1385" 2 5 151 100 68 26 4 1 2 7 20 "-1"
"1386" 7 10 100 62 50 17 4 2 4 8 19 "-1"
"1387" 10 15 0 0 60 18 0 4 7 0 0 "-1"
"1388" 1 3 194 142 64 22 3 0 2 0 17 "-1"
"1389" 2 10 170 160 106 25 9 1 8 8 13 "-1"
"1390" 4 8 160 155 60 20 2 1 2 5 7 "-1"
"1391" 14 15 161 0 62 22 1 5 6 3 0 "-1"
"1392" 2 9 111 51 72 24 2 1 3 12 44 "-1"
"1393" 17 18 180 30 47 16 3 7 8 4 32 "-1"
"1394" 3 5 193 174 54 21 4 1 3 0 5 "-1"
"1395" 4 16 0 0 38 18 0 1 4 0 0 "-1"
"1396" 4 11 190 148 84 29 6 2 4 0 12 "-1"
"1397" 1 12 104 62 47 16 5 0 3 11 21 "-1"
"1398" 1 7 185 81 69 25 3 0 2 2 26 "-1"
"1399" 5 6 149 68 54 25 2 2 3 5 25 "-1"
"1400" 5 7 98 0 71 26 1 2 3 18 0 "-1"
"1401" 10 15 188 169 68 23 5 1 5 1 7 "-1"
"1402" 8 10 167 151 52 21 3 2 3 1 6 "-1"
"1403" 1 14 110 62 69 27 2 0 5 15 35 "-1"
"1404" 6 10 160 159 57 19 3 1 2 8 9 "-1"
"1405" 4 7 171 156 85 32 4 2 3 6 12 "-1"
"1406" 2 6 191 190 68 21 5 0 1 1 2 "1"
"1407" 1 8 0 0 68 26 0 0 3 0 0 "-1"
"1408" 41 46 62 43 56 20 3 5 9 34 49 "-1"
"1409" 12 16 14 0 40 12 1 5 7 33 0 "-1"
"1410" 12 14 98 83 53 21 4 2 3 16 19 "-1"
"1411" 4 9 193 160 63 27 5 1 3 0 9 "-1"
"1412" 5 8 0 0 137 63 0 4 7 0 0 "-1"
"1413" 4 10 181 114 63 23 4 1 3 1 14 "-1"
"1414" 2 6 173 0 136 64 1 1 5 13 0 "-1"
"1415" 6 12 193 157 70 30 7 1 4 0 7 "-1"
"1416" 4 5 185 175 70 24 5 0 1 6 10 "1"
"1417" 7 11 193 182 55 24 4 1 3 0 1 "-1"
"1418" 9 10 56 0 71 25 1 3 4 38 0 "-1"
"1419" 4 5 90 86 71 22 3 1 2 25 29 "-1"
"1420" 3 4 127 74 71 24 2 1 2 8 29 "-1"
"1421" 10 20 194 184 50 14 4 2 6 0 3 "-1"
"1422" 15 17 183 173 66 29 5 3 4 1 5 "-1"
"1423" 2 7 108 103 50 18 3 0 2 13 14 "-1"
"1424" 9 12 0 0 51 20 0 1 2 0 0 "-1"
"1425" 5 6 148 14 56 18 2 0 1 6 50 "-1"
"1426" 3 6 110 71 52 21 2 1 2 13 21 "-1"
"1427" 2 5 71 0 41 19 1 0 1 17 0 "-1"
"1428" 11 12 51 30 68 27 2 2 3 40 52 "-1"
"1429" 2 6 130 111 72 23 5 1 3 16 20 "-1"
"1430" 5 11 121 64 65 21 4 1 4 18 35 "-1"
"1431" 2 5 132 8 58 24 2 1 2 7 54 "-1"
"1432" 5 6 193 161 62 18 4 2 3 1 7 "-1"
"1433" 2 7 136 119 67 26 5 0 2 12 16 "-1"
"1434" 2 4 164 0 65 24 1 0 2 7 0 "-1"
"1435" 8 13 19 12 37 13 3 2 6 27 31 "-1"
"1436" 3 5 76 44 34 8 4 0 1 11 17 "-1"
"1437" 3 5 36 35 35 10 5 0 1 20 21 "-1"
"1438" 8 9 161 0 63 29 1 2 3 5 0 "-1"
"1439" 7 8 192 155 62 23 7 3 4 0 7 "-1"
"1440" 19 39 112 46 40 12 4 1 6 12 31 "-1"
"1441" 8 16 173 73 62 20 3 4 9 3 26 "-1"
"1442" 8 17 63 31 36 12 4 2 5 13 22 "-1"
"1443" 4 5 182 111 103 45 5 1 2 8 34 "-1"
"1444" 4 5 193 13 56 19 3 2 3 0 48 "-1"
"1445" 16 17 147 118 42 15 2 5 6 6 10 "-1"
"1446" 6 9 157 128 51 17 5 2 3 4 8 "-1"
"1447" 13 14 130 0 53 19 1 3 4 7 0 "-1"
"1448" 2 4 0 0 46 20 0 0 1 0 0 "-1"
"1449" 12 15 141 34 39 9 7 2 4 3 25 "-1"
"1450" 2 9 22 20 36 10 4 0 1 27 29 "-1"
"1451" 10 73 168 155 57 2 3 2 28 9 13 "1"
"1452" 0 0 0 0 62 0 0 0 0 0 0 "1"
"1453" 1 8 168 103 90 33 7 0 2 13 35 "-1"
"1454" 10 15 86 79 60 24 5 6 9 18 22 "-1"
"1455" 4 9 193 65 54 18 4 1 4 0 27 "-1"
"1456" 16 19 14 12 34 11 4 6 7 28 29 "-1"
"1457" 1 5 167 111 75 28 5 0 3 9 23 "-1"
"1458" 2 5 72 39 52 16 2 1 2 21 31 "-1"
"1459" 45 50 15 0 29 8 1 4 6 26 0 "-1"
"1460" 9 10 21 5 36 14 2 2 3 28 34 "-1"
"1461" 15 16 26 23 37 13 2 3 4 26 28 "-1"
"1462" 6 17 38 14 39 11 3 0 6 25 34 "-1"
"1463" 2 12 6 0 37 14 1 0 4 35 0 "-1"
"1464" 3 23 24 22 35 4 4 0 9 24 26 "1"
"1465" 4 10 164 15 40 4 2 1 3 6 32 "1"
"1466" 2 9 25 24 41 13 3 0 2 31 32 "-1"
"1467" 7 12 111 66 90 36 4 3 7 22 50 "-1"
"1468" 3 7 179 164 66 27 4 1 2 4 10 "-1"
"1469" 4 13 190 175 104 32 10 2 9 0 5 "-1"
"1470" 5 7 0 0 139 64 0 4 6 0 0 "-1"
"1471" 4 5 192 148 59 21 4 0 1 1 11 "-1"
"1472" 4 12 0 0 70 20 0 2 5 0 0 "-1"
"1473" 1 9 179 168 71 26 5 0 2 7 11 "-1"
"1474" 5 8 168 114 92 31 6 2 4 9 28 "-1"
"1475" 2 4 66 30 38 13 2 0 1 15 26 "-1"
"1476" 8 12 18 5 39 13 2 2 3 32 38 "-1"
"1477" 5 15 31 22 37 11 4 2 6 25 27 "-1"
"1478" 4 13 34 1 36 12 2 1 6 22 35 "-1"
"1479" 2 9 161 18 38 14 3 0 1 1 33 "-1"
"1480" 13 15 27 8 37 12 3 5 6 25 32 "-1"
"1481" 4 12 157 20 39 14 4 0 2 1 32 "-1"
"1482" 2 10 21 4 36 12 2 0 2 30 34 "-1"
"1483" 4 6 28 13 38 11 3 1 2 26 32 "-1"
"1484" 4 5 129 0 136 64 1 3 4 32 0 "-1"
"1485" 9 10 99 54 60 24 3 3 4 16 31 "-1"
"1486" 2 5 158 60 52 17 2 1 3 4 19 "-1"
"1487" 1 2 172 157 52 21 4 0 1 4 6 "-1"
"1488" 3 4 99 97 64 17 8 2 3 8 9 "-1"
"1489" 3 4 68 57 59 19 3 2 3 19 22 "-1"
"1490" 2 5 64 61 59 19 3 1 3 22 25 "-1"
"1491" 3 4 190 81 65 24 3 2 3 1 15 "-1"
"1492" 7 9 172 6 38 13 2 2 3 1 36 "-1"
"1493" 1 6 165 95 47 17 3 0 3 6 13 "-1"
"1494" 6 8 140 41 33 12 2 0 2 3 16 "-1"
"1495" 5 9 179 89 66 20 2 3 5 2 15 "-1"
"1496" 1 4 124 0 21 11 1 0 2 3 0 "-1"
"1497" 1 4 78 0 72 32 1 0 3 20 0 "-1"
"1498" 5 21 81 24 46 16 2 3 9 10 34 "-1"
"1499" 3 10 63 59 59 20 4 1 4 18 22 "-1"
"1500" 12 16 115 112 68 23 5 4 7 18 20 "-1"
"1501" 3 5 72 0 51 22 1 2 3 10 0 "-1"
"1502" 2 4 77 0 62 25 1 1 3 13 0 "-1"
"1503" 2 5 184 60 52 16 3 1 3 2 19 "-1"
"1504" 10 11 164 112 63 19 6 7 8 2 15 "-1"
"1505" 2 4 113 50 72 28 2 1 3 10 33 "-1"
"1506" 2 3 179 95 63 22 2 1 2 1 13 "-1"
"1507" 5 9 194 29 48 18 4 2 5 0 30 "-1"
"1508" 7 15 33 2 39 12 2 4 7 16 37 "1"
"1509" 2 5 0 0 38 16 0 0 1 0 0 "1"
"1510" 3 7 45 16 56 21 3 2 5 25 43 "-1"
"1511" 5 9 139 105 68 24 5 2 4 11 22 "-1"
"1512" 4 6 94 89 61 22 4 2 3 12 14 "-1"
"1513" 4 7 115 94 65 23 6 2 4 15 22 "-1"
"1514" 4 5 80 78 55 21 4 2 3 13 14 "-1"
"1515" 3 5 160 96 70 27 4 2 4 2 12 "-1"
"1516" 1 10 142 135 47 17 3 0 5 8 10 "-1"
"1517" 6 9 158 95 59 20 4 2 3 2 11 "-1"
"1518" 6 11 107 72 59 16 6 1 4 11 18 "-1"
"1519" 12 15 65 55 59 18 4 4 6 18 23 "-1"
"1520" 6 11 186 84 47 8 5 0 2 1 18 "1"
"1521" 4 7 191 93 66 24 5 2 5 0 13 "-1"
"1522" 6 8 167 49 44 10 3 5 6 3 20 "-1"
"1523" 4 5 141 89 29 6 4 1 2 4 8 "1"
"1524" 1 5 164 54 49 12 2 0 2 3 22 "1"
"1525" 1 4 44 0 41 16 1 0 2 14 0 "-1"
"1526" 3 11 0 0 35 18 0 1 7 0 0 "-1"
"1527" 5 7 25 0 51 18 1 3 4 32 0 "-1"
"1528" 4 7 53 0 48 18 1 2 4 17 0 "-1"
"1529" 6 7 126 114 46 16 2 1 2 7 8 "-1"
"1530" 6 8 168 49 49 15 2 3 5 3 20 "-1"
"1531" 5 11 177 69 49 9 3 3 9 2 16 "1"
"1532" 11 15 157 152 53 17 4 2 4 8 9 "1"
"1533" 5 19 62 44 43 14 2 0 9 14 18 "-1"
"1534" 14 20 147 16 15 3 2 4 6 1 9 "1"
"1535" 61 121 164 62 11 2 2 2 8 1 7 "1"
"1536" 107 122 0 0 12 3 0 5 7 0 0 "1"
"1537" 2 3 184 55 54 16 2 1 2 1 21 "-1"
"1538" 8 15 193 139 51 15 5 4 10 0 7 "-1"
"1539" 7 21 9 0 29 6 1 2 7 25 0 "1"
"1540" 9 15 183 51 52 12 4 4 10 2 20 "1"
"1541" 38 119 145 142 13 2 2 4 9 1 2 "1"
"1542" 13 19 89 77 61 18 6 8 13 15 16 "-1"
"1543" 2 6 177 41 45 14 2 1 4 2 20 "-1"
"1544" 5 10 171 119 39 13 2 1 3 4 9 "-1"
"1545" 6 13 140 51 48 14 3 4 7 8 20 "-1"
"1546" 20 32 70 41 47 11 3 12 19 14 24 "-1"
"1547" 1 4 0 0 42 14 0 0 1 0 0 "-1"
"1548" 2 6 0 0 16 5 0 0 3 0 0 "1"
"1549" 2 3 0 0 12 4 0 0 1 0 0 "1"
"1550" 0 0 44 0 44 0 1 0 0 21 0 "1"
"1551" 0 0 0 0 46 0 0 0 0 0 0 "1"
"1552" 4 15 87 69 54 16 3 0 8 15 19 "-1"
"1553" 4 5 77 15 50 18 2 2 3 13 41 "-1"
"1554" 2 8 194 56 46 12 3 1 5 0 17 "-1"
"1555" 1 77 0 0 12 2 0 0 5 0 0 "1"
"1556" 3 7 82 9 47 17 3 1 3 8 42 "-1"
"1557" 4 8 185 177 48 11 3 2 3 0 1 "-1"
"1558" 1 5 0 0 16 7 0 0 1 0 0 "1"
"1559" 7 8 0 0 12 4 0 1 2 0 0 "1"
"1560" 23 85 173 0 12 2 1 2 7 0 0 "1"
"1561" 2 105 0 0 15 3 0 0 10 0 0 "1"
"1562" 5 93 133 0 12 2 1 0 7 2 0 "1"
"1563" 0 0 0 0 11 0 0 0 0 0 0 "1"
"1564" 2 NA 0 0 14 1 0 0 0 0 0 "1"
"1565" 2 15 0 0 15 3 0 0 4 0 0 "1"
"1566" 2 10 75 70 61 18 3 1 6 15 18 "-1"
"1567" 3 6 193 50 46 14 4 1 3 0 19 "-1"
"1568" 6 10 109 107 57 14 3 3 6 13 14 "-1"
"1569" 5 13 120 108 67 23 6 3 6 14 21 "-1"
"1570" 1 3 193 152 45 12 3 0 2 0 2 "-1"
"1571" 2 19 156 50 50 10 2 1 9 6 22 "-1"
"1572" 2 3 41 1 45 16 2 1 2 21 44 "-1"
"1573" 3 12 163 120 61 18 4 2 8 4 9 "-1"
"1574" 6 8 142 0 13 3 1 1 2 1 0 "1"
"1575" 132 NA 128 0 12 1 1 9 0 3 0 "1"
"1576" 76 103 157 0 13 2 1 5 9 0 0 "1"
"1577" 16 NA 139 0 12 1 1 3 0 1 0 "1"
"1578" 16 82 0 0 12 2 0 2 7 0 0 "1"
"1579" 80 140 158 83 13 2 2 6 10 1 5 "1"
"1580" 70 142 0 0 12 2 0 5 10 0 0 "1"
"1581" 59 NA 0 0 11 1 0 4 0 0 0 "1"
"1582" 2 63 0 0 14 2 0 0 6 0 0 "1"
"1583" 4 12 117 108 64 23 6 2 6 13 16 "-1"
"1584" 3 4 68 2 51 18 2 2 3 15 49 "-1"
"1585" 4 11 0 0 42 17 0 2 6 0 0 "-1"
"1586" 1 4 173 0 37 16 1 0 1 1 0 "-1"
"1587" 3 7 170 61 52 16 3 2 3 1 16 "-1"
"1588" 6 14 0 0 46 16 0 3 7 0 0 "-1"
"1589" 4 10 0 0 46 16 0 2 6 0 0 "-1"
"1590" 4 12 84 0 49 18 1 2 6 12 0 "-1"
"1591" 2 15 25 0 35 14 1 0 7 22 0 "-1"
"1592" 6 14 0 0 33 15 0 2 4 0 0 "-1"
"1593" 3 5 0 0 26 12 0 1 2 0 0 "-1"
"1594" 9 12 0 0 49 16 0 4 6 0 0 "-1"
"1595" 4 9 7 0 12 9 1 0 3 9 0 "1"
"1596" 3 14 0 0 50 20 0 2 7 0 0 "-1"
"1597" 12 16 0 0 37 15 0 7 9 0 0 "-1"
"1598" 7 15 176 32 46 18 2 4 6 0 28 "-1"
"1599" 16 17 124 114 52 21 3 8 9 7 8 "-1"
"1600" 4 6 62 0 51 22 1 2 4 16 0 "-1"
"1601" 9 10 0 0 48 20 0 4 5 0 0 "-1"
"1602" 12 17 6 0 39 11 1 5 10 34 0 "-1"
"1603" 9 15 80 18 45 16 2 6 8 9 33 "-1"
"1604" 5 7 0 0 51 22 0 2 3 0 0 "-1"
"1605" 8 13 73 0 48 18 1 2 7 14 0 "-1"
"1606" 7 12 44 20 34 13 2 3 7 15 24 "-1"
"1607" 7 17 0 0 36 12 0 4 10 0 0 "-1"
"1608" 2 8 129 0 32 15 1 0 3 3 0 "1"
"1609" 7 11 71 59 46 17 3 4 8 7 12 "-1"
"1610" 7 8 101 91 52 22 3 3 4 10 13 "-1"
"1611" 6 11 67 0 48 18 1 2 4 13 0 "-1"
"1612" 3 5 133 107 50 22 3 1 2 4 8 "-1"
"1613" 13 15 22 19 41 16 2 7 9 25 28 "-1"
"1614" 3 12 13 0 53 19 1 2 7 44 0 "-1"
"1615" 11 12 0 0 37 16 0 3 4 0 0 "-1"
"1616" 5 12 162 36 46 18 2 2 6 0 23 "-1"
"1617" 7 9 90 28 46 17 3 4 5 4 29 "-1"
"1618" 11 12 135 42 46 17 2 4 5 1 21 "-1"
"1619" 5 16 119 103 36 8 2 1 7 4 5 "-1"
"1620" 4 7 38 0 51 19 1 2 4 28 0 "-1"
"1621" 11 16 0 0 32 12 0 5 7 0 0 "-1"
"1622" 4 152 23 0 13 3 1 2 11 6 0 "-1"
"1623" 7 15 5 0 34 7 1 1 6 33 0 "-1"
"1624" 7 8 153 0 32 15 1 3 4 1 0 "-1"
"1625" 5 12 0 0 29 13 0 2 5 0 0 "1"
"1626" 4 8 0 0 40 17 0 2 5 0 0 "-1"
"1627" 5 13 0 0 38 16 0 2 5 0 0 "-1"
"1628" 14 15 10 0 35 13 1 5 6 31 0 "-1"
"1629" 8 11 0 0 36 11 0 4 6 0 0 "-1"
"1630" 7 11 0 0 36 9 0 4 7 0 0 "-1"
"1631" 3 9 103 0 39 13 1 2 6 5 0 "-1"
"1632" 3 10 19 0 30 12 1 0 4 20 0 "-1"
"1633" 9 14 0 0 5 2 0 0 1 0 0 "1"
"1634" 14 NA 0 0 3 1 0 0 0 0 0 "1"
"1635" 20 22 0 0 7 3 0 1 2 0 0 "1"
"1636" 5 15 0 0 41 14 0 3 8 0 0 "-1"
"1637" 5 9 50 0 40 13 1 3 6 12 0 "-1"
"1638" 12 18 60 0 18 6 1 4 7 5 0 "-1"
"1639" 8 9 0 0 39 11 0 3 4 0 0 "-1"
"1640" 0 0 0 0 4 0 0 0 0 0 0 "1"
"1641" 8 9 75 0 44 17 1 5 6 7 0 "-1"
"1642" 16 21 0 0 32 10 0 10 11 0 0 "-1"
"1643" 8 12 0 0 29 13 0 1 5 0 0 "-1"
"1644" 7 9 0 0 37 11 0 4 5 0 0 "-1"
"1645" 13 17 0 0 36 10 0 8 12 0 0 "-1"
"1646" 6 16 11 0 33 10 1 1 4 29 0 "1"
"1647" 3 10 142 0 6 3 1 0 1 0 0 "1"
"1648" 3 16 0 0 4 3 0 0 1 0 0 "1"
"1649" 0 0 0 0 32 0 0 0 0 0 0 "1"
"1650" 0 0 0 0 34 0 0 0 0 0 0 "1"
"1651" 11 12 0 0 40 15 0 4 5 0 0 "-1"
"1652" 5 13 0 0 40 16 0 2 6 0 0 "-1"
"1653" 22 26 47 0 34 8 1 3 5 17 0 "1"
"1654" 2 13 0 0 6 3 0 0 1 0 0 "-1"
"1655" 6 10 183 15 39 14 2 1 3 0 31 "-1"
"1656" 10 11 0 0 37 10 0 4 5 0 0 "-1"
"1657" 1 5 0 0 7 3 0 0 1 0 0 "-1"
"1658" 17 18 0 0 5 2 0 1 2 0 0 "1"
"1659" 4 NA 0 0 5 1 0 0 0 0 0 "1"
"1660" 5 NA 0 0 5 1 0 0 0 0 0 "1"
"1661" 4 92 0 0 4 2 0 0 3 0 0 "1"
"1662" 0 0 0 0 5 0 0 0 0 0 0 "1"
"1663" 0 0 136 0 6 0 1 0 0 1 0 "1"
"1664" 3 28 0 0 6 3 0 0 2 0 0 "1"
"1665" 3 7 134 29 45 15 3 0 1 8 29 "1"
"1666" 3 14 67 19 36 14 2 1 5 8 26 "-1"
"1667" 8 10 140 52 46 20 2 0 1 5 22 "-1"
"1668" 13 16 115 91 52 22 3 4 5 6 13 "-1"
"1669" 4 7 0 0 33 10 0 2 4 0 0 "-1"
"1670" 6 12 0 0 37 10 0 4 6 0 0 "-1"
"1671" 5 6 169 60 38 13 3 2 3 0 9 "-1"
"1672" 8 10 0 0 45 18 0 5 6 0 0 "-1"
"1673" 20 NA 0 0 5 1 0 2 0 0 0 "1"
"1674" 9 113 0 0 5 2 0 0 4 0 0 "1"
"1675" 3 15 0 0 5 2 0 0 1 0 0 "1"
"1676" 4 NA 0 0 5 1 0 0 0 0 0 "1"
"1677" 22 NA 0 0 3 1 0 1 0 0 0 "1"
"1678" 4 NA 0 0 5 1 0 0 0 0 0 "1"
"1679" 10 NA 0 0 3 1 0 0 0 0 0 "1"
"1680" 0 0 0 0 3 0 0 0 0 0 0 "1"
"1681" 9 15 0 0 5 2 0 0 1 0 0 "1"
"1682" 5 12 188 125 48 22 3 2 7 1 9 "-1"
"1683" 10 12 5 0 40 13 1 5 6 36 0 "-1"
"1684" 4 18 0 0 53 18 0 1 9 0 0 "-1"
"1685" 1 2 139 64 50 21 2 0 1 6 16 "-1"
"1686" 2 5 94 93 65 22 4 1 2 12 13 "-1"
"1687" 8 13 76 0 58 20 1 2 4 20 0 "-1"
"1688" 6 12 43 0 61 22 1 3 6 30 0 "-1"
"1689" 6 10 56 47 62 22 2 3 5 26 32 "-1"
"1690" 8 9 137 32 35 14 2 0 1 2 20 "-1"
"1691" 1 9 25 22 44 14 2 0 3 28 30 "-1"
"1692" 3 8 0 0 34 15 0 0 4 0 0 "-1"
"1693" 3 7 77 0 69 22 1 2 3 20 0 "-1"
"1694" 3 5 25 0 18 11 1 0 1 12 0 "-1"
"1695" 4 7 0 0 67 28 0 2 4 0 0 "-1"
"1696" 5 8 66 0 47 16 1 2 3 13 0 "-1"
"1697" 1 3 169 83 65 22 2 0 2 5 18 "-1"
"1698" 3 9 112 101 69 27 2 2 4 16 22 "-1"
"1699" 3 11 63 0 62 25 1 2 6 21 0 "-1"
"1700" 7 8 0 0 48 20 0 3 4 0 0 "-1"
"1701" 3 4 54 0 50 16 1 1 2 19 0 "-1"
"1702" 3 4 180 39 66 21 2 1 2 2 36 "-1"
"1703" 8 11 68 0 64 26 1 4 5 25 0 "-1"
"1704" 4 5 0 0 61 24 0 2 3 0 0 "-1"
"1705" 2 3 155 0 52 21 1 1 2 7 0 "-1"
"1706" 10 11 7 0 40 11 1 5 6 36 0 "1"
"1707" 5 10 35 0 37 13 1 1 5 20 0 "1"
"1708" 4 6 0 0 56 22 0 1 3 0 0 "-1"
"1709" 4 9 110 65 70 27 2 3 5 17 38 "-1"
"1710" 2 6 98 27 57 20 3 1 3 9 38 "-1"
"1711" 8 11 116 112 67 26 4 4 6 15 16 "-1"
"1712" 3 8 185 113 62 18 4 1 4 2 11 "-1"
"1713" 6 11 78 0 67 25 1 2 6 19 0 "-1"
"1714" 11 18 52 13 46 16 2 4 9 21 39 "-1"
"1715" 2 5 181 88 65 22 2 1 3 2 14 "-1"
"1716" 3 5 153 117 65 21 2 2 4 3 7 "1"
"1717" 2 5 125 74 65 19 2 1 4 13 19 "-1"
"1718" 11 21 97 75 42 9 2 0 5 13 16 "1"
"1719" 6 7 170 87 62 24 3 2 3 3 14 "-1"
"1720" 5 10 0 0 44 14 0 1 5 0 0 "-1"
"1721" 2 4 174 60 30 9 2 1 2 1 11 "1"
"1722" 1 6 45 0 51 17 1 0 1 28 0 "-1"
"1723" 4 5 0 0 39 17 0 1 2 0 0 "-1"
"1724" 14 27 0 0 38 12 0 8 14 0 0 "-1"
"1725" 3 9 92 0 49 17 1 2 4 7 0 "-1"
"1726" 5 7 52 9 53 20 2 1 3 23 47 "-1"
"1727" 2 12 81 0 47 16 1 0 5 13 0 "-1"
"1728" 2 6 0 0 51 18 0 0 2 0 0 "-1"
"1729" 5 13 139 0 50 15 1 2 8 3 0 "-1"
"1730" 14 18 165 16 48 17 2 0 2 4 46 "1"
"1731" 5 7 36 0 44 16 1 1 2 24 0 "-1"
"1732" 6 11 88 0 19 3 1 1 3 6 0 "1"
"1733" 8 15 89 14 17 3 2 2 4 5 13 "1"
"1734" 3 42 133 0 13 2 1 0 3 1 0 "1"
"1735" 7 8 163 0 54 19 1 2 3 1 0 "-1"
"1736" 10 19 85 55 57 18 3 5 11 17 24 "-1"
"1737" 2 4 154 0 31 12 1 1 2 2 0 "1"
"1738" 4 10 98 95 56 10 4 2 7 11 12 "-1"
"1739" 12 16 79 0 18 3 1 2 3 8 0 "1"
"1740" 7 10 187 93 64 17 6 2 4 1 13 "-1"
"1741" 2 9 90 0 43 12 1 1 5 12 0 "-1"
"1742" 7 15 0 0 34 12 0 2 6 0 0 "-1"
"1743" 7 12 164 0 47 15 1 3 7 1 0 "-1"
"1744" 8 9 183 72 46 13 2 3 4 2 13 "-1"
"1745" 1 5 11 0 41 16 1 0 1 36 0 "-1"
"1746" 2 3 88 12 22 7 2 1 2 7 15 "1"
"1747" 2 3 0 0 20 6 0 0 1 0 0 "1"
"1748" 0 0 41 0 42 0 1 0 0 21 0 "1"
"1749" 0 0 0 0 49 0 0 0 0 0 0 "1"
"1750" 5 13 146 106 56 16 3 0 4 3 11 "-1"
"1751" 4 20 0 0 52 18 0 2 9 0 0 "-1"
"1752" 4 12 58 32 48 15 3 1 5 18 31 "-1"
"1753" 121 NA 0 0 11 1 0 9 0 0 0 "1"
"1754" 7 11 50 4 47 15 2 2 3 19 45 "-1"
"1755" 5 6 49 0 48 14 1 2 3 21 0 "-1"
"1756" 17 34 0 0 20 5 0 0 6 0 0 "1"
"1757" 2 7 0 0 19 5 0 1 3 0 0 "1"
"1758" 10 17 105 0 18 3 1 2 3 4 0 "1"
"1759" 1 7 41 0 21 3 1 0 3 11 0 "1"
"1760" 8 10 112 0 19 4 1 3 4 4 0 "1"
"1761" 98 110 112 0 13 2 1 7 8 3 0 "1"
"1762" 1 NA 4 0 19 1 1 0 0 16 0 "1"
"1763" 2 4 49 0 21 5 1 1 3 9 0 "1"
"1764" 13 16 75 67 64 20 4 7 9 14 18 "-1"
"1765" 3 7 155 0 44 16 1 1 2 3 0 "-1"
"1766" 4 7 126 16 56 16 2 1 3 6 46 "-1"
"1767" 9 11 98 84 69 26 3 4 5 22 28 "-1"
"1768" 1 4 89 0 47 19 1 0 1 13 0 "-1"
"1769" 5 12 158 0 50 17 1 2 6 1 0 "-1"
"1770" 4 7 175 28 46 18 2 0 1 3 33 "-1"
