"first" "second" "0"
"426" 5 26 -0.144149514867996
"427" 5 27 -0.524343942924939
"428" 5 28 -0.189600190593087
"429" 5 29 -0.527984351350798
"430" 5 30 -0.144143489995979
"431" 5 31 0
"432" 5 32 -0.171760416989643
"433" 5 33 -0.0990152196107016
"434" 5 34 -0.0990129664375502
"435" 5 35 -0.0990154926651196
"436" 5 36 0
"437" 5 37 0
"438" 5 38 0
"439" 5 39 0
"440" 5 40 0
"441" 5 41 0
"442" 5 42 -0.0241738674844943
"443" 5 43 -0.166301279885801
"444" 5 44 -0.0408565627099039
"445" 5 45 -0.130051470705208
"446" 5 46 0
"447" 5 47 0
"448" 5 48 -0.0940040752903726
"449" 5 49 0
"450" 5 50 0
"451" 5 51 0
"452" 5 52 0
"453" 5 53 0
"454" 5 54 -0.130065888142296
"455" 5 55 0
"456" 5 56 -0.122782948889541
"457" 5 57 0
"458" 5 58 -0.155111039447025
"459" 5 59 -0.0806046465681355
"460" 5 60 0
"461" 5 61 0
"462" 5 62 -0.113989287592528
"463" 5 63 0
"464" 5 64 0
"465" 5 65 0
"466" 5 66 0
"467" 5 67 0
"468" 5 68 0
"469" 5 69 -0.163658269282635
"470" 5 70 0
"471" 5 71 0
"472" 5 72 -0.0910671765705619
"473" 5 73 0
"474" 5 74 0
"475" 5 75 0
"476" 5 76 0
"477" 5 77 0
"478" 5 78 0
"479" 5 79 0
"480" 5 80 0
"481" 5 81 0
"482" 5 82 -0.196522465503919
"483" 5 83 0
"484" 5 84 0
"485" 5 85 -0.553186006097266
"486" 5 86 0
"487" 5 87 0
"488" 5 88 0
"489" 5 89 0
"490" 5 90 0
"491" 5 91 0
"492" 5 92 0
"493" 5 93 0
"494" 5 94 0
"495" 5 95 0
"496" 5 96 0
"497" 5 97 0
"498" 5 98 0
"499" 5 99 -0.532417451344744
"500" 5 100 -0.14428969656165
"501" 6 1 0
"502" 6 2 -0.129923556194134
"503" 6 3 -0.269425057921703
"504" 6 4 0
"505" 6 5 -0.0941324541229519
"506" 6 6 0
"507" 6 7 0
"508" 6 8 0
"509" 6 9 0
"510" 6 10 0
"511" 6 11 0
"512" 6 12 -0.0228842605073216
"513" 6 13 0
"514" 6 14 -0.0648767573092813
"515" 6 15 -0.710250085900709
"516" 6 16 -0.220941318356621
"517" 6 17 0
"518" 6 18 -0.222048199650326
"519" 6 19 0
"520" 6 20 -0.195127456418845
"521" 6 21 0
"522" 6 22 -0.00121593682853853
"523" 6 23 -0.0871496819652316
"524" 6 24 0
"525" 6 25 -0.0722355990553863
"526" 6 26 -0.20106730418088
"527" 6 27 -0.707656493904155
"528" 6 28 -0.269421994396436
"529" 6 29 -0.711762700627008
"530" 6 30 -0.201020144268737
"531" 6 31 -0.00236838545023074
"532" 6 32 0
"533" 6 33 -0.064878003106345
"534" 6 34 -0.0650000785583053
"535" 6 35 -0.0648765552669708
"536" 6 36 0
"537" 6 37 0
"538" 6 38 0
"539" 6 39 0
"540" 6 40 0
"541" 6 41 -0.125452079768773
"542" 6 42 -0.0194360268418154
"543" 6 43 -0.240217267062712
"544" 6 44 0
"545" 6 45 0
"546" 6 46 0
"547" 6 47 0
"548" 6 48 0
"549" 6 49 0
"550" 6 50 -0.0419016344723954
"551" 6 51 -0.00987026199291199
"552" 6 52 0
"553" 6 53 0
"554" 6 54 0
"555" 6 55 0
"556" 6 56 -0.145648270573807
"557" 6 57 -0.0337670628909501
"558" 6 58 0
"559" 6 59 0
"560" 6 60 0
"561" 6 61 -0.0573238932098701
"562" 6 62 0
"563" 6 63 0
"564" 6 64 -0.00510461574837866
"565" 6 65 -0.0199364101402897
"566" 6 66 0
"567" 6 67 0
"568" 6 68 0
"569" 6 69 0
"570" 6 70 -0.0128469948172626
"571" 6 71 -0.0159087339418685
"572" 6 72 -0.0656138699154971
"573" 6 73 0
"574" 6 74 -0.00859576265247516
"575" 6 75 -0.0548998869994455
"576" 6 76 -0.0401086531887155
"577" 6 77 -0.0298396894751586
"578" 6 78 -0.0548928712498845
"579" 6 79 0
"580" 6 80 0
"581" 6 81 -0.0262594257278289
"582" 6 82 -0.286685550460732
"583" 6 83 0
"584" 6 84 0
"585" 6 85 -0.739268043612744
"586" 6 86 -0.0501758953403875
"587" 6 87 0
"588" 6 88 -0.0656174835100914
"589" 6 89 -0.206008638613699
"590" 6 90 -0.0519370665762789
"591" 6 91 -0.045385804129826
"592" 6 92 -0.0209539454659067
"593" 6 93 -0.0366930066768875
"594" 6 94 -0.0553104786098761
"595" 6 95 -0.0387206950832062
"596" 6 96 -0.059529371475215
"597" 6 97 -0.0537872380373126
"598" 6 98 -0.03171393457769
"599" 6 99 -0.716697575141975
"600" 6 100 0
"601" 7 1 -0.00816732301258304
"602" 7 2 0.000329101358288709
"603" 7 3 -0.0760765166108506
"604" 7 4 0.0105279242773579
"605" 7 5 0.0116028851247318
"606" 7 6 -0.018802174650184
"607" 7 7 0
"608" 7 8 0.00171321582355297
"609" 7 9 -0.000768450102126487
"610" 7 10 -0.00758081650348555
"611" 7 11 0
"612" 7 12 -0.0112568642546141
"613" 7 13 0.00867892294528956
"614" 7 14 -0.00601851974792924
"615" 7 15 -0.288831053046042
"616" 7 16 -0.0214364979094005
"617" 7 17 -0.0170178376987849
"618" 7 18 -0.010544290575699
"619" 7 19 -0.00118151313343158
"620" 7 20 -0.0266554258834579
"621" 7 21 0.0124767092998492
"622" 7 22 -0.0132671921956815
"623" 7 23 -0.0172017981878799
"624" 7 24 0
"625" 7 25 -0.0320722838827577
"626" 7 26 -0.0176890773836546
"627" 7 27 -0.287091897972057
"628" 7 28 0.00737399598251921
"629" 7 29 -0.289788152390247
"630" 7 30 -0.0137196230358147
"631" 7 31 -0.000198226474350201
"632" 7 32 -0.00202149516780246
"633" 7 33 -0.00601854124188514
"634" 7 34 -0.0060186027927593
"635" 7 35 -0.00601840781187231
"636" 7 36 0.00239043161910643
"637" 7 37 -0.0146907704481966
"638" 7 38 0.00484062197234243
"639" 7 39 -0.00759976244874184
"640" 7 40 0
"641" 7 41 -0.0198805129796511
"642" 7 42 -0.00102799399460932
"643" 7 43 -0.0410327618341849
"644" 7 44 -0.00222731961604394
"645" 7 45 -0.0119679650392554
"646" 7 46 -0.0178431645305059
"647" 7 47 -0.0127478613243083
"648" 7 48 -0.0143506058901984
"649" 7 49 -0.0159622947332263
"650" 7 50 0
"651" 7 51 0
"652" 7 52 0
"653" 7 53 -0.00866582047160725
"654" 7 54 -0.0148021478482445
"655" 7 55 0
"656" 7 56 -0.0150334723630536
"657" 7 57 0
"658" 7 58 -0.0278610754733889
"659" 7 59 -0.0124213725982482
"660" 7 60 -0.00308424330753169
"661" 7 61 0.00705784729155246
"662" 7 62 0.00069396958991201
"663" 7 63 -0.0021803475060997
"664" 7 64 0
"665" 7 65 -0.00919604021833244
"666" 7 66 0
"667" 7 67 0
"668" 7 68 0.00197699002433736
"669" 7 69 -0.00113449473239173
"670" 7 70 -0.00493106481748608
"671" 7 71 -0.00442197907282872
"672" 7 72 -0.0287363540263418
"673" 7 73 0
"674" 7 74 -0.00418340025480663
"675" 7 75 -0.0109012341439088
"676" 7 76 0
"677" 7 77 0
"678" 7 78 0
"679" 7 79 0
"680" 7 80 0
"681" 7 81 0
"682" 7 82 0.00821608405239278
"683" 7 83 -0.043869260454105
"684" 7 84 -0.0250984902881288
"685" 7 85 -0.309606109490488
"686" 7 86 -0.0132028956780221
"687" 7 87 -0.00252387721740685
"688" 7 88 -0.0231662206724831
"689" 7 89 -0.0114414163857849
"690" 7 90 0
"691" 7 91 0
"692" 7 92 0
"693" 7 93 0
"694" 7 94 -0.0104875012176401
"695" 7 95 0
"696" 7 96 -0.0106730254152993
"697" 7 97 -0.0104207842106925
"698" 7 98 0
"699" 7 99 -0.293103415714877
"700" 7 100 -0.00954643617855086
"701" 8 1 -0.0313210084947234
"702" 8 2 -0.0772363174739977
"703" 8 3 -0.067608126520216
"704" 8 4 -0.0660704353268413
"705" 8 5 -0.0438564881839946
"706" 8 6 -0.0769151098712948
"707" 8 7 0.00316189645405222
"708" 8 8 0
"709" 8 9 -0.0578607228870912
"710" 8 10 -0.113576088361064
"711" 8 11 -0.000256700182997674
"712" 8 12 -0.0282090765825786
"713" 8 13 -0.143150076075914
"714" 8 14 -0.0697068613597754
"715" 8 15 -0.564548191664491
"716" 8 16 -0.0363574391177954
"717" 8 17 -0.0433264265100824
"718" 8 18 -0.0744054369440643
"719" 8 19 -0.00193180749640116
"720" 8 20 0.031049839898228
"721" 8 21 -0.0126066032884407
"722" 8 22 -0.173496418178718
"723" 8 23 -0.0493110663944782
"724" 8 24 -0.0179817541444843
"725" 8 25 -0.0185217775573951
"726" 8 26 -0.0509826573205536
"727" 8 27 -0.565883603773104
"728" 8 28 -0.0959109133965326
"729" 8 29 -0.561321098159775
"730" 8 30 -0.146656424718448
"731" 8 31 -0.0352171236865343
"732" 8 32 -0.146267411297229
"733" 8 33 -0.0355107439208345
"734" 8 34 -0.0699535332436046
"735" 8 35 -0.0696741078589198
"736" 8 36 -0.0519247518305744
"737" 8 37 -0.0475707646357814
"738" 8 38 -0.0737766772766199
"739" 8 39 -0.037558397113155
"740" 8 40 -0.0716140868704444
"741" 8 41 -0.0347177293160146
"742" 8 42 -0.00570621869392638
"743" 8 43 -0.121984387424506
"744" 8 44 -0.0931920278252024
"745" 8 45 -0.051071611986097
"746" 8 46 -0.079140155668792
"747" 8 47 -0.0823027321773063
"748" 8 48 -0.0777945919284136
"749" 8 49 -0.0864834015836893
"750" 8 50 0
"751" 8 51 0.0188722146335532
"752" 8 52 0
"753" 8 53 -0.151436574077423
"754" 8 54 -0.0592034509635502
"755" 8 55 -0.0617016681655525
"756" 8 56 -0.0875054983723994
"757" 8 57 0.00964795178977683
"758" 8 58 -0.141650092952737
"759" 8 59 -0.0778852857842611
"760" 8 60 -0.000909531500463168
"761" 8 61 -0.0608964187769704
"762" 8 62 -0.0654715354740322
"763" 8 63 -0.0129157867550917
"764" 8 64 -0.0103910621986989
"765" 8 65 0
"766" 8 66 0
"767" 8 67 0
"768" 8 68 -0.119440438879232
"769" 8 69 -0.105251894893716
"770" 8 70 -0.0102643884253418
"771" 8 71 0
"772" 8 72 -0.0302698869829777
"773" 8 73 -0.0828531730401694
"774" 8 74 0
"775" 8 75 0
"776" 8 76 0
"777" 8 77 -0.0117476015015994
"778" 8 78 0
"779" 8 79 0
"780" 8 80 -0.00993515853538116
"781" 8 81 -0.0118039523166453
"782" 8 82 -0.0851154080694922
"783" 8 83 -0.0673404002868447
"784" 8 84 -0.0068991854728296
"785" 8 85 -0.589610638682099
"786" 8 86 -0.0201357627601286
"787" 8 87 -0.0845629714929725
"788" 8 88 -0.0341794195854245
"789" 8 89 -0.120596965100593
"790" 8 90 0.0153851224414058
"791" 8 91 0
"792" 8 92 0
"793" 8 93 0
"794" 8 94 0
"795" 8 95 0
"796" 8 96 0
"797" 8 97 0
"798" 8 98 -0.0118562041096259
"799" 8 99 -0.563126111173196
"800" 8 100 -0.109876895859114
"801" 9 1 -0.0286809319644477
"802" 9 2 -0.0966051363633736
"803" 9 3 -0.051776341144735
"804" 9 4 -0.0691049093471528
"805" 9 5 -0.0416553567233858
"806" 9 6 -0.0515155224865541
"807" 9 7 0
"808" 9 8 -0.0927099575672246
"809" 9 9 0
"810" 9 10 -0.0688070981882708
"811" 9 11 0
"812" 9 12 -0.0200504577651432
"813" 9 13 -0.138466650301789
"814" 9 14 -0.0746950175666017
"815" 9 15 -0.421411603282952
"816" 9 16 0.0498386268759689
"817" 9 17 -0.0270974977382383
"818" 9 18 -0.0442604737643242
"819" 9 19 0
"820" 9 20 -0.110600529687067
"821" 9 21 -0.0176337427913536
"822" 9 22 -0.156648658606366
"823" 9 23 -0.0284439255251276
"824" 9 24 -0.0217432998940456
"825" 9 25 0
"826" 9 26 0
"827" 9 27 -0.419364488377851
"828" 9 28 -0.116019482441267
"829" 9 29 -0.422584938492605
"830" 9 30 -0.110597512530033
"831" 9 31 -0.0508013159457514
"832" 9 32 -0.131193819612211
"833" 9 33 -0.0255036395579951
"834" 9 34 -0.0746936782446855
"835" 9 35 -0.074698181999503
"836" 9 36 -0.05983354995875
"837" 9 37 -0.0725469820302305
"838" 9 38 -0.0806229077606807
"839" 9 39 -0.0321212720174618
"840" 9 40 -0.030825691661436
"841" 9 41 0
"842" 9 42 0
"843" 9 43 -0.0851824778199101
"844" 9 44 -0.0821115586868283
"845" 9 45 0
"846" 9 46 -0.0428794070501271
"847" 9 47 -0.0929303395039865
"848" 9 48 -0.0712931939017011
"849" 9 49 -0.101307365014886
"850" 9 50 0
"851" 9 51 0
"852" 9 52 0
"853" 9 53 -0.107471964949671
"854" 9 54 -0.0310122948095177
"855" 9 55 -0.0715569058585388
"856" 9 56 -0.0929367999569288
"857" 9 57 0
"858" 9 58 -0.115081734220905
"859" 9 59 -0.0882752426641446
"860" 9 60 0
"861" 9 61 -0.0673540645054643
"862" 9 62 -0.0865828293824867
"863" 9 63 0
"864" 9 64 0
"865" 9 65 0
"866" 9 66 -0.00885645050517912
"867" 9 67 0
"868" 9 68 -0.0953263725729624
"869" 9 69 -0.125404986968478
"870" 9 70 -0.010437959443748
"871" 9 71 0
"872" 9 72 0
"873" 9 73 -0.0765645173131759
"874" 9 74 0
"875" 9 75 0
"876" 9 76 0
"877" 9 77 0
"878" 9 78 0
"879" 9 79 0
"880" 9 80 0
"881" 9 81 0
"882" 9 82 0.00394911327320014
"883" 9 83 -0.0369344652237486
"884" 9 84 -0.0633157457208073
"885" 9 85 -0.444803475580575
"886" 9 86 0
"887" 9 87 -0.0903272556891354
"888" 9 88 0
"889" 9 89 -0.109094692172532
"890" 9 90 0
"891" 9 91 0
"892" 9 92 0
"893" 9 93 0
"894" 9 94 0
"895" 9 95 0
"896" 9 96 0
"897" 9 97 0
"898" 9 98 0
"899" 9 99 -0.426448680744554
"900" 9 100 -0.109575463028451
"901" 10 1 -0.155513978232852
"902" 10 2 -0.137484426094719
"903" 10 3 -0.0616005582217423
"904" 10 4 -0.172244994211751
"905" 10 5 -0.157984373864434
"906" 10 6 -0.147038217901675
"907" 10 7 -0.0402080062554381
"908" 10 8 -0.143933901102696
"909" 10 9 -0.0723851722030459
"910" 10 10 0
"911" 10 11 -0.0248189141202807
"912" 10 12 -0.0203500556542846
"913" 10 13 -0.252840175450088
"914" 10 14 0
"915" 10 15 -0.67730816075567
"916" 10 16 -0.203733397806373
"917" 10 17 -0.0826626292724641
"918" 10 18 -0.203729393869546
"919" 10 19 -0.0173583830174507
"920" 10 20 -0.20036614223977
"921" 10 21 -0.00476149767780311
"922" 10 22 -0.277886884469581
"923" 10 23 -0.0832325564318291
"924" 10 24 0
"925" 10 25 0
"926" 10 26 -0.20035228239684
"927" 10 27 -0.674620208713467
"928" 10 28 -0.137914215086712
"929" 10 29 -0.678730253844062
"930" 10 30 -0.200353993936644
"931" 10 31 -0.0021335738497626
"932" 10 32 -0.237755528608152
"933" 10 33 0
"934" 10 34 0
"935" 10 35 0
"936" 10 36 -0.113264201968822
"937" 10 37 -0.0545107873143954
"938" 10 38 -0.150831673959569
"939" 10 39 0
"940" 10 40 0
"941" 10 41 -0.110608906564415
