"first" "second" "0"
"2178" 22 78 0
"2179" 22 79 0
"2180" 22 80 -0.00707741460734515
"2181" 22 81 -0.00840133684379871
"2182" 22 82 -0.157497552170219
"2183" 22 83 -0.037886027969446
"2184" 22 84 0.0618951534581531
"2185" 22 85 -0.738297597343253
"2186" 22 86 -0.0361838120177735
"2187" 22 87 -0.10531147406736
"2188" 22 88 0.026440403072057
"2189" 22 89 -0.147334202185904
"2190" 22 90 -0.00232099955043948
"2191" 22 91 0
"2192" 22 92 0
"2193" 22 93 0
"2194" 22 94 0
"2195" 22 95 0
"2196" 22 96 0
"2197" 22 97 0
"2198" 22 98 -0.00843874457325982
"2199" 22 99 -0.713166296299253
"2200" 22 100 -0.143130696969058
"2201" 23 1 -0.0554369609275205
"2202" 23 2 -0.03176734412757
"2203" 23 3 -0.151600952533863
"2204" 23 4 -0.0616975004510083
"2205" 23 5 -0.0409675366135318
"2206" 23 6 -0.159913422633069
"2207" 23 7 -0.0126021329250548
"2208" 23 8 -0.0568755480243012
"2209" 23 9 -0.0244168769707734
"2210" 23 10 -0.064208945606776
"2211" 23 11 0
"2212" 23 12 -0.049391231282839
"2213" 23 13 -0.0479437341594593
"2214" 23 14 -0.0518243199937507
"2215" 23 15 -0.473684172970684
"2216" 23 16 -0.0588500257671275
"2217" 23 17 -0.0629874056716516
"2218" 23 18 -0.113623010197101
"2219" 23 19 -0.000178627398676004
"2220" 23 20 0.104425488785004
"2221" 23 21 -0.0440902824566137
"2222" 23 22 -0.146011269957785
"2223" 23 23 0
"2224" 23 24 -0.0422482451407472
"2225" 23 25 0
"2226" 23 26 -0.0269547277961
"2227" 23 27 -0.470413762610047
"2228" 23 28 -0.0671379335914691
"2229" 23 29 -0.475182647990731
"2230" 23 30 -0.0914283208485464
"2231" 23 31 -0.0335998301544318
"2232" 23 32 -0.0705832680369179
"2233" 23 33 -0.0518275002515601
"2234" 23 34 -0.0518231095053348
"2235" 23 35 -0.0518248902760133
"2236" 23 36 -0.0200590737002771
"2237" 23 37 -0.0418405298224954
"2238" 23 38 -0.0272659445298142
"2239" 23 39 -0.0494981582681523
"2240" 23 40 -0.0547622205400482
"2241" 23 41 -1.36623631377504e-05
"2242" 23 42 0
"2243" 23 43 -0.0572252850057818
"2244" 23 44 -0.0502993757647119
"2245" 23 45 -0.0272436213686362
"2246" 23 46 -0.0665914157814691
"2247" 23 47 -0.0314019218488676
"2248" 23 48 -0.0499566808396704
"2249" 23 49 -0.0541167862670179
"2250" 23 50 0
"2251" 23 51 0.0229603531401423
"2252" 23 52 0
"2253" 23 53 -0.0669849308225807
"2254" 23 54 -0.0749864823328419
"2255" 23 55 -0.0241602541072756
"2256" 23 56 -0.0492982984646668
"2257" 23 57 0.0173907144035579
"2258" 23 58 -0.0938078091999976
"2259" 23 59 -0.029087594489522
"2260" 23 60 -0.0108473380450393
"2261" 23 61 -0.020904464529488
"2262" 23 62 -0.029578509778936
"2263" 23 63 0
"2264" 23 64 -0.0144832944771293
"2265" 23 65 0
"2266" 23 66 0.00735354920663001
"2267" 23 67 0
"2268" 23 68 -0.0476960995556351
"2269" 23 69 -0.0675352812317071
"2270" 23 70 0.0288436048005564
"2271" 23 71 -0.0108330578917655
"2272" 23 72 -0.0308043249063024
"2273" 23 73 -0.0256786814953802
"2274" 23 74 -0.0102503474146703
"2275" 23 75 0
"2276" 23 76 4.69445073911175e-11
"2277" 23 77 -0.0163710514552966
"2278" 23 78 0
"2279" 23 79 0
"2280" 23 80 -0.0138464496699122
"2281" 23 81 -0.016447301944651
"2282" 23 82 0.0573389382516189
"2283" 23 83 -0.0272655889014574
"2284" 23 84 0.0127395162599101
"2285" 23 85 -0.503779514429133
"2286" 23 86 0
"2287" 23 87 -0.0307715836486752
"2288" 23 88 -0.0311071006832535
"2289" 23 89 -0.0773838099143353
"2290" 23 90 0.0219667171833145
"2291" 23 91 4.69445073911175e-11
"2292" 23 92 0
"2293" 23 93 0
"2294" 23 94 0
"2295" 23 95 0
"2296" 23 96 0
"2297" 23 97 0
"2298" 23 98 -0.0165227286042867
"2299" 23 99 -0.480306986554713
"2300" 23 100 -0.0615168674173108
"2301" 24 1 -0.0589169683510332
"2302" 24 2 -0.0554500823387521
"2303" 24 3 -0.104742313103711
"2304" 24 4 -0.0640206212679519
"2305" 24 5 -0.0521419025063431
"2306" 24 6 -0.104744178312944
"2307" 24 7 0
"2308" 24 8 -0.0531463589008095
"2309" 24 9 -0.0411808712675033
"2310" 24 10 -0.0730323681780958
"2311" 24 11 0
"2312" 24 12 -0.0345468537153001
"2313" 24 13 -0.0803414141963234
"2314" 24 14 -0.0525849762573728
"2315" 24 15 -0.293788370865789
"2316" 24 16 0.0267736877603581
"2317" 24 17 -0.0556672084347011
"2318" 24 18 -0.0914910238466737
"2319" 24 19 0
"2320" 24 20 -0.0640945614279672
"2321" 24 21 -0.0364913863594451
"2322" 24 22 -0.112570923744467
"2323" 24 23 -0.0583033929393931
"2324" 24 24 0
"2325" 24 25 -0.00261556110849127
"2326" 24 26 -0.00410980187369512
"2327" 24 27 -0.291867957880295
"2328" 24 28 -0.104744602177395
"2329" 24 29 -0.294806157514492
"2330" 24 30 -0.0640905033780314
"2331" 24 31 -0.0356176817958643
"2332" 24 32 -0.0755499429396283
"2333" 24 33 -0.0525898321670562
"2334" 24 34 -0.0525826126370131
"2335" 24 35 -0.0525850442140286
"2336" 24 36 -0.0338585172889349
"2337" 24 37 -0.0510374489209265
"2338" 24 38 -0.0459945113500998
"2339" 24 39 -0.0531522686995123
"2340" 24 40 -0.0510786473865181
"2341" 24 41 0
"2342" 24 42 -0.000276093591242058
"2343" 24 43 -0.00474280779451505
"2344" 24 44 -0.0467672089541255
"2345" 24 45 -0.00348692373801778
"2346" 24 46 -0.0623576293569864
"2347" 24 47 -0.0521951386008397
"2348" 24 48 -0.039870270558775
"2349" 24 49 -0.0583637995827942
"2350" 24 50 0
"2351" 24 51 0
"2352" 24 52 0
"2353" 24 53 -0.0622236259823924
"2354" 24 54 -0.0509612429158777
"2355" 24 55 -0.040748880106653
"2356" 24 56 -0.0521947956861323
"2357" 24 57 0
"2358" 24 58 -0.0668472994494935
"2359" 24 59 -0.0501142891580603
"2360" 24 60 0
"2361" 24 61 -0.0402509541639823
"2362" 24 62 -0.0497677692426386
"2363" 24 63 0
"2364" 24 64 0
"2365" 24 65 0
"2366" 24 66 0
"2367" 24 67 0
"2368" 24 68 -0.0556087794515052
"2369" 24 69 -0.0718931201772597
"2370" 24 70 0.0411891477245181
"2371" 24 71 0
"2372" 24 72 -0.00224456716896785
"2373" 24 73 -0.0434591648480773
"2374" 24 74 0
"2375" 24 75 0
"2376" 24 76 0
"2377" 24 77 0
"2378" 24 78 0
"2379" 24 79 0
"2380" 24 80 0
"2381" 24 81 0
"2382" 24 82 0.151019191510014
"2383" 24 83 -0.0314529235988709
"2384" 24 84 -0.0357420493466366
"2385" 24 85 -0.315213617281615
"2386" 24 86 0
"2387" 24 87 -0.0518592040329135
"2388" 24 88 0
"2389" 24 89 -0.0622304584305755
"2390" 24 90 0
"2391" 24 91 0
"2392" 24 92 0
"2393" 24 93 0
"2394" 24 94 0
"2395" 24 95 0
"2396" 24 96 0
"2397" 24 97 0
"2398" 24 98 0
"2399" 24 99 -0.29833112982895
"2400" 24 100 -0.0627122527530933
"2401" 25 1 -0.0221025515996442
"2402" 25 2 -0.0232016823691305
"2403" 25 3 -0.132457352460304
"2404" 25 4 -0.028212722936297
"2405" 25 5 -0.0257781285334584
"2406" 25 6 -0.0479842367909633
"2407" 25 7 -0.0469936926668875
"2408" 25 8 -0.0198221976339934
"2409" 25 9 -0.0101079754009994
"2410" 25 10 -0.0282642387801395
"2411" 25 11 0.00457823994168908
"2412" 25 12 -0.0111712708663779
"2413" 25 13 -0.0543120421892069
"2414" 25 14 -0.0338339089413292
"2415" 25 15 -0.458709431341554
"2416" 25 16 -0.0167555282241306
"2417" 25 17 -0.029599990721965
"2418" 25 18 -0.00919075139336593
"2419" 25 19 0
"2420" 25 20 -0.0748355334232771
"2421" 25 21 0.0331256666101152
"2422" 25 22 -0.0446094632868624
"2423" 25 23 0
"2424" 25 24 -0.00492868691928132
"2425" 25 25 0
"2426" 25 26 -0.0515646881293037
"2427" 25 27 -0.456537939288834
"2428" 25 28 -0.0563707460829117
"2429" 25 29 -0.459916108438829
"2430" 25 30 -0.0348024968398489
"2431" 25 31 9.59009864196067e-06
"2432" 25 32 -0.0508261657102284
"2433" 25 33 -0.033836939986302
"2434" 25 34 -0.0338344949799332
"2435" 25 35 -0.0338332485348227
"2436" 25 36 -0.00859165414185806
"2437" 25 37 -0.0100275390030242
"2438" 25 38 -0.0183065599908081
"2439" 25 39 -0.00729392872896493
"2440" 25 40 -0.00961996897387768
"2441" 25 41 -0.0466803127315357
"2442" 25 42 -0.00696364935562718
"2443" 25 43 -0.0585425571793912
"2444" 25 44 -0.020343977027528
"2445" 25 45 -0.0496030895856392
"2446" 25 46 -0.0360737742805619
"2447" 25 47 -0.0282555067991946
"2448" 25 48 -0.0320702695100397
"2449" 25 49 -0.0144831882688871
"2450" 25 50 0
"2451" 25 51 0
"2452" 25 52 0
"2453" 25 53 -0.0420503571379201
"2454" 25 54 -0.0301128969245863
"2455" 25 55 -0.0121059707853207
"2456" 25 56 -0.0391313799120131
"2457" 25 57 0
"2458" 25 58 -0.0617212756077266
"2459" 25 59 -0.00978722600578627
"2460" 25 60 -0.00231333085943007
"2461" 25 61 -0.00790719612505599
"2462" 25 62 -0.0198060045330957
"2463" 25 63 -0.00476879279803316
"2464" 25 64 0
"2465" 25 65 -0.0178863887241714
"2466" 25 66 0
"2467" 25 67 0
"2468" 25 68 -0.037537674182629
"2469" 25 69 0.041701537234668
"2470" 25 70 -0.00933244011421608
"2471" 25 71 0
"2472" 25 72 -0.0559613998414763
"2473" 25 73 -0.0117939255369475
"2474" 25 74 0
"2475" 25 75 -0.0216789613340407
"2476" 25 76 0
"2477" 25 77 0
"2478" 25 78 0
"2479" 25 79 0
"2480" 25 80 0
"2481" 25 81 0
"2482" 25 82 -0.0583993883390828
"2483" 25 83 -0.10127971743644
"2484" 25 84 -0.024115397556078
"2485" 25 85 -0.483311113717866
"2486" 25 86 -0.030080691572661
"2487" 25 87 -0.0211622964357301
"2488" 25 88 -0.0561737123611683
"2489" 25 89 -0.0230302653306153
"2490" 25 90 0
"2491" 25 91 0
"2492" 25 92 0
"2493" 25 93 0
"2494" 25 94 -0.0207412153184522
"2495" 25 95 0
"2496" 25 96 -0.0211582330298404
"2497" 25 97 -0.020591296003964
"2498" 25 98 0
"2499" 25 99 -0.464008208849141
"2500" 25 100 0.00304274043853439
"2501" 26 1 -0.144567763895163
"2502" 26 2 -0.131474222288836
"2503" 26 3 0.213819878433321
"2504" 26 4 -0.156085335962732
"2505" 26 5 -0.146383564624589
"2506" 26 6 -0.0152392118722874
"2507" 26 7 -0.0363057653077934
"2508" 26 8 -0.137408895630092
"2509" 26 9 -0.0700673991767954
"2510" 26 10 -0.208954221924249
"2511" 26 11 -0.0226538194121604
"2512" 26 12 -0.0189775222599731
"2513" 26 13 -0.23496999993686
"2514" 26 14 0
"2515" 26 15 -0.639261939054545
"2516" 26 16 -0.194200772528595
"2517" 26 17 -0.0799335125424281
"2518" 26 18 -0.194190543823889
"2519" 26 19 -0.016891782016946
"2520" 26 20 -0.186062260427455
"2521" 26 21 -0.00435651117660501
"2522" 26 22 -0.263652902965821
"2523" 26 23 -0.0781324944231882
"2524" 26 24 0
"2525" 26 25 0
"2526" 26 26 0
"2527" 26 27 -0.636680157654838
"2528" 26 28 -0.0511996164855735
"2529" 26 29 -0.640654946026229
"2530" 26 30 -0.186060028590857
"2531" 26 31 -0.00200327665441543
"2532" 26 32 -0.222204883976155
"2533" 26 33 0
"2534" 26 34 0
"2535" 26 35 0
"2536" 26 36 -0.105499787460088
"2537" 26 37 -0.0478112968175603
"2538" 26 38 -0.140387294718248
"2539" 26 39 0
"2540" 26 40 0
"2541" 26 41 -0.0982640878934616
"2542" 26 42 -0.0215275029524975
"2543" 26 43 -0.213860268226269
"2544" 26 44 -0.141369906257159
"2545" 26 45 -0.135530934017623
"2546" 26 46 -0.187250657174899
"2547" 26 47 0
"2548" 26 48 -0.0101645678851035
"2549" 26 49 -0.175130346495569
"2550" 26 50 0
"2551" 26 51 0
"2552" 26 52 0
"2553" 26 53 -0.187406447920718
"2554" 26 54 0.252515278236231
"2555" 26 55 0
"2556" 26 56 0
"2557" 26 57 0
"2558" 26 58 -0.196303690513033
"2559" 26 59 -0.0954507654203037
"2560" 26 60 -0.0609309548110707
"2561" 26 61 -0.122599201901533
"2562" 26 62 -0.10735491277187
"2563" 26 63 -0.060454185710123
"2564" 26 64 0
"2565" 26 65 0
"2566" 26 66 0
"2567" 26 67 0
"2568" 26 68 -0.137346155770125
"2569" 26 69 -0.207614935722622
"2570" 26 70 -0.013472721586274
"2571" 26 71 0
"2572" 26 72 -0.0558125545134921
"2573" 26 73 -0.128914123188424
"2574" 26 74 0
"2575" 26 75 0
"2576" 26 76 0
"2577" 26 77 0
"2578" 26 78 0
"2579" 26 79 0
"2580" 26 80 0
"2581" 26 81 0
"2582" 26 82 0.115248155646955
"2583" 26 83 -0.0301291977557125
"2584" 26 84 0
"2585" 26 85 -0.66766556642314
"2586" 26 86 -0.04953068458439
"2587" 26 87 -0.157192035026486
"2588" 26 88 0.520559990952754
"2589" 26 89 0.276049380906805
"2590" 26 90 0
"2591" 26 91 0
"2592" 26 92 0
"2593" 26 93 0
"2594" 26 94 0
"2595" 26 95 0
"2596" 26 96 0
"2597" 26 97 0
"2598" 26 98 0
"2599" 26 99 -0.645437200214742
"2600" 26 100 -0.180907284516706
"2601" 27 1 -0.0114773948604986
"2602" 27 2 -0.0170317275148723
"2603" 27 3 -0.0269323579821714
"2604" 27 4 -0.0133394152025263
"2605" 27 5 -0.0134586906996868
"2606" 27 6 -0.0286637595110353
"2607" 27 7 -0.00465324113690741
"2608" 27 8 -0.0165901307173249
"2609" 27 9 -0.00825276136895566
"2610" 27 10 -0.0273211280463107
"2611" 27 11 -0.00348290319932406
"2612" 27 12 -0.00239573010528348
"2613" 27 13 -0.0371391350357333
"2614" 27 14 -0.0060216514660999
"2615" 27 15 -0.478754626911926
"2616" 27 16 -0.0208703012982221
"2617" 27 17 -0.0106545177224235
"2618" 27 18 -0.0251429211689034
"2619" 27 19 -0.00197246071218209
"2620" 27 20 -0.0267364024755697
"2621" 27 21 0.00101938505120596
"2622" 27 22 -0.0354990925409135
"2623" 27 23 -0.010384259305174
"2624" 27 24 -0.00448208537440132
"2625" 27 25 -0.0095469696409176
"2626" 27 26 -0.0231131058046243
"2627" 27 27 0
"2628" 27 28 -0.02996697305472
"2629" 27 29 -0.48946936424601
"2630" 27 30 -0.01481684361859
"2631" 27 31 0.00139571312128382
"2632" 27 32 -0.0328487770947053
"2633" 27 33 -0.00602171985959457
"2634" 27 34 -0.00693040153725128
"2635" 27 35 -0.00602234915670032
"2636" 27 36 -0.00425426398230612
"2637" 27 37 -0.00991292393877835
"2638" 27 38 -0.0113952864981833
"2639" 27 39 -0.0169267310167908
"2640" 27 40 -0.0130798522816045
"2641" 27 41 -0.0123108601965276
"2642" 27 42 -0.00286979696826907
"2643" 27 43 -0.0296829044528713
"2644" 27 44 -0.010738654706974
"2645" 27 45 -0.0144957042356007
"2646" 27 46 -0.0187564260323561
"2647" 27 47 -0.0134475765163195
"2648" 27 48 -0.0118204471066174
"2649" 27 49 -0.0184541238894259
"2650" 27 50 -0.00542491274208332
"2651" 27 51 -0.00172348979419687
"2652" 27 52 -0.00201408805626295
"2653" 27 53 -0.0261319282859148
"2654" 27 54 -0.0132246470493589
"2655" 27 55 -0.00821837097365433
"2656" 27 56 -0.0188966148151482
"2657" 27 57 -0.004755094099391
"2658" 27 58 -0.0650933635885344
"2659" 27 59 -0.015313718392061
"2660" 27 60 -0.001909445507075
"2661" 27 61 -0.00948480401576106
"2662" 27 62 -0.0126651079628624
"2663" 27 63 -0.00709512290305276
"2664" 27 64 -0.000938899075784658
"2665" 27 65 -0.00321556721183968
"2666" 27 66 0
"2667" 27 67 0
"2668" 27 68 -0.0119644361692914
"2669" 27 69 -0.033231834319387
"2670" 27 70 -0.00209140186252272
"2671" 27 71 -0.00218755781470419
"2672" 27 72 -0.00659600643900547
"2673" 27 73 -0.007962443414405
"2674" 27 74 -0.000268250658290136
"2675" 27 75 -0.00718199605491607
"2676" 27 76 -0.00463021749673047
"2677" 27 77 -0.00357584979825802
"2678" 27 78 -0.00641225149176364
"2679" 27 79 0
"2680" 27 80 -1.06880313864728e-11
"2681" 27 81 -0.00365098194930001
"2682" 27 82 -0.0421330355228747
"2683" 27 83 -0.0257155021968971
"2684" 27 84 -0.00137922101175102
"2685" 27 85 -0.57864347687937
"2686" 27 86 -0.0073663070854115
"2687" 27 87 -0.0149781367698233
"2688" 27 88 -0.00958434541920838
"2689" 27 89 -0.0222173714569294
"2690" 27 90 -0.00688748907096203
"2691" 27 91 -0.00547279002671458
"2692" 27 92 -0.00245670318901774
"2693" 27 93 -0.00427964483062322
"2694" 27 94 -0.00585957907365462
"2695" 27 95 -0.00503486851109323
"2696" 27 96 -0.00594997510506235
"2697" 27 97 -0.00597141530597664
"2698" 27 98 -0.0036831978931989
"2699" 27 99 -0.510215708817508
"2700" 27 100 -0.0232571130371595
"2701" 28 1 0
"2702" 28 2 -0.126074125298306
"2703" 28 3 -0.269423746082386
"2704" 28 4 0
"2705" 28 5 -0.0941264817365889
"2706" 28 6 -0.269430191989099
"2707" 28 7 0
"2708" 28 8 0
"2709" 28 9 0
"2710" 28 10 -0.0939867515325589
"2711" 28 11 0
"2712" 28 12 -0.0235222316826388
"2713" 28 13 -0.0430848985925178
"2714" 28 14 -0.0624883487221181
"2715" 28 15 -0.710273065583594
"2716" 28 16 -0.220946061848038
"2717" 28 17 0
"2718" 28 18 -0.222072101333978
"2719" 28 19 0
"2720" 28 20 -0.198260007523019
"2721" 28 21 0
"2722" 28 22 -0.0516015144327808
"2723" 28 23 -0.0939876772987791
"2724" 28 24 0
"2725" 28 25 -0.0717152004510766
"2726" 28 26 -0.196536957220461
"2727" 28 27 -0.707650633900564
"2728" 28 28 0
"2729" 28 29 -0.711755281484572
"2730" 28 30 -0.200283199965855
"2731" 28 31 -0.00233117683973466
"2732" 28 32 -0.0301507557351449
"2733" 28 33 -0.0624937331888505
"2734" 28 34 -0.0624960778193848
"2735" 28 35 -0.0624926739024211
"2736" 28 36 0
"2737" 28 37 0
"2738" 28 38 0
"2739" 28 39 0
"2740" 28 40 0
"2741" 28 41 -0.123827010197974
"2742" 28 42 -0.0203238530923332
"2743" 28 43 -0.24159230013789
"2744" 28 44 0
"2745" 28 45 0
"2746" 28 46 0
"2747" 28 47 0
"2748" 28 48 0
"2749" 28 49 0
"2750" 28 50 -0.0419015190942285
"2751" 28 51 -0.00986991585841088
"2752" 28 52 0
"2753" 28 53 0
"2754" 28 54 0
"2755" 28 55 0
"2756" 28 56 -0.157069121745675
"2757" 28 57 -0.0337674343459992
"2758" 28 58 -0.0276577343251704
"2759" 28 59 0
"2760" 28 60 0
"2761" 28 61 -0.0557674008845035
"2762" 28 62 0
"2763" 28 63 0
"2764" 28 64 -0.00560181629312903
"2765" 28 65 -0.0203330424934708
"2766" 28 66 0
"2767" 28 67 0
"2768" 28 68 0
"2769" 28 69 -0.0250864547367508
"2770" 28 70 -0.012846564302688
"2771" 28 71 -0.0162684480877454
"2772" 28 72 -0.0656142644722833
"2773" 28 73 0
"2774" 28 74 -0.00900431465361168
"2775" 28 75 -0.0549002570840525
"2776" 28 76 -0.040110302939882
"2777" 28 77 -0.0308883179768645
"2778" 28 78 -0.0548899009799342
"2779" 28 79 0
"2780" 28 80 0
"2781" 28 81 -0.0271903296047214
"2782" 28 82 -0.279905426544745
"2783" 28 83 0
"2784" 28 84 0
"2785" 28 85 -0.739266286053471
"2786" 28 86 -0.0498858048703214
"2787" 28 87 0
"2788" 28 88 -0.0656142777851487
"2789" 28 89 -0.206012176572945
"2790" 28 90 -0.0519328635610939
"2791" 28 91 -0.0453879294243766
"2792" 28 92 -0.0209540346098977
"2793" 28 93 -0.0366918066917431
"2794" 28 94 -0.0559597404002571
"2795" 28 95 -0.038720515359523
"2796" 28 96 -0.06024288350347
"2797" 28 97 -0.0544151776422358
"2798" 28 98 -0.0328392714836834
"2799" 28 99 -0.716713582068023
"2800" 28 100 -0.0021879963847484
"2801" 29 1 -0.0119781841395264
"2802" 29 2 -0.0165169585645509
"2803" 29 3 -0.0159603858810772
"2804" 29 4 -0.0129391786560445
"2805" 29 5 -0.0130626836496276
"2806" 29 6 -0.0276511499368283
"2807" 29 7 -0.0045182816345781
"2808" 29 8 -0.0165880757601345
"2809" 29 9 -0.00801787654808826
"2810" 29 10 -0.0259430442791661
"2811" 29 11 -0.00338772469575106
"2812" 29 12 -0.0023309160088118
"2813" 29 13 -0.0359238297817613
"2814" 29 14 -0.00581808322729712
"2815" 29 15 -0.482240010528357
"2816" 29 16 -0.020322047376966
"2817" 29 17 -0.010346442919198
"2818" 29 18 -0.0243363691176175
"2819" 29 19 -0.00191969393586532
"2820" 29 20 -0.0258987919365082
"2821" 29 21 0.000995925929818883
"2822" 29 22 -0.0342385547272278
"2823" 29 23 -0.0100418642367548
"2824" 29 24 -0.00435797417656666
"2825" 29 25 -0.00927269158247667
"2826" 29 26 -0.0223908093954265
"2827" 29 27 -0.463258434506344
"2828" 29 28 -0.0289791654253865
"2829" 29 29 0
"2830" 29 30 -0.0218739430301946
"2831" 29 31 0.00137784776493691
"2832" 29 32 -0.0320247832426758
"2833" 29 33 -0.00581817603578366
"2834" 29 34 -0.00673284191749109
"2835" 29 35 -0.00581774015418177
"2836" 29 36 -0.00413828991245011
"2837" 29 37 -0.0103071908208237
"2838" 29 38 -0.0110630910394667
"2839" 29 39 -0.0164110303242476
"2840" 29 40 -0.0129662098180685
"2841" 29 41 -0.0120407693200454
"2842" 29 42 -0.00279253667328763
"2843" 29 43 -0.0287302895513169
"2844" 29 44 -0.0168222687962408
"2845" 29 45 -0.0140552863168527
"2846" 29 46 -0.0187438747386938
"2847" 29 47 -0.0131077041337495
"2848" 29 48 -0.00668571950980125
"2849" 29 49 -0.0182836410583703
"2850" 29 50 -0.00531919977630935
"2851" 29 51 -0.00168886245138654
"2852" 29 52 -0.00197773023583602
"2853" 29 53 -0.0259580617167014
"2854" 29 54 -0.0128244848091146
"2855" 29 55 -0.00798658648197511
"2856" 29 56 -0.018596980594246
"2857" 29 57 -0.00462530853723422
"2858" 29 58 -0.0276104712478639
"2859" 29 59 -0.0114347466181769
"2860" 29 60 -0.00185858326782937
"2861" 29 61 -0.00875797398770358
"2862" 29 62 -0.0123421495244145
"2863" 29 63 -0.00689411468493911
"2864" 29 64 -0.00091192491174154
"2865" 29 65 -0.00315043171286089
"2866" 29 66 -1.05392520922879e-11
"2867" 29 67 0
"2868" 29 68 -0.014771782355988
"2869" 29 69 -0.0283929208169512
"2870" 29 70 -0.00203594243560681
"2871" 29 71 -0.00214696132573511
"2872" 29 72 -0.00642925131976726
"2873" 29 73 -0.0118334694241666
"2874" 29 74 -0.000271539841384251
"2875" 29 75 -0.00885769822413799
"2876" 29 76 -0.00450383041734016
"2877" 29 77 -0.00350741422347679
"2878" 29 78 -0.00623483441378265
"2879" 29 79 0
"2880" 29 80 0
"2881" 29 81 -0.00357796384974116
"2882" 29 82 -0.0409581529284941
"2883" 29 83 -0.0248326227559308
"2884" 29 84 -0.00486147113467995
"2885" 29 85 -0.567167939284507
"2886" 29 86 -0.00715963664531096
"2887" 29 87 -0.0158820589015331
"2888" 29 88 -0.00938682379367565
"2889" 29 89 -0.0215263189264487
"2890" 29 90 -0.00669618131113992
"2891" 29 91 -0.00532236768006829
"2892" 29 92 -0.00241041647926376
"2893" 29 93 -0.00419653376153788
"2894" 29 94 -0.00592063636251903
"2895" 29 95 -0.00493691912246167
"2896" 29 96 -0.00601218826683562
"2897" 29 97 -0.00585370806943855
"2898" 29 98 -0.00358888126212593
"2899" 29 99 -0.506205663502883
"2900" 29 100 -0.0260272828515571
"2901" 30 1 -0.146088233220922
"2902" 30 2 -0.124774716536002
"2903" 30 3 -0.240410670729354
"2904" 30 4 -0.156092457814836
"2905" 30 5 -0.146390353307761
"2906" 30 6 -0.0697929603597549
"2907" 30 7 -0.0364614609272565
"2908" 30 8 -0.128018439515814
"2909" 30 9 -0.0635049245966854
"2910" 30 10 -0.208952352923265
"2911" 30 11 -0.0226523928074386
"2912" 30 12 -0.0186922191016584
"2913" 30 13 -0.233717304863765
"2914" 30 14 0
"2915" 30 15 -0.639306617670937
"2916" 30 16 -0.19418715655604
"2917" 30 17 -0.0751534899812654
"2918" 30 18 -0.194185392783429
"2919" 30 19 -0.0172856224993874
"2920" 30 20 -0.186065916601925
"2921" 30 21 -0.00435688647408579
"2922" 30 22 -0.264359637841715
"2923" 30 23 -0.0742629977223086
"2924" 30 24 0
"2925" 30 25 0
"2926" 30 26 -0.186093261691949
"2927" 30 27 -0.637224207768744
"2928" 30 28 -0.072953023830263
"2929" 30 29 -0.640711139686301
"2930" 30 30 0
"2931" 30 31 -0.00194984270491264
"2932" 30 32 -0.219358455473419
"2933" 30 33 0
"2934" 30 34 0
"2935" 30 35 0
"2936" 30 36 -0.10488174246775
"2937" 30 37 -0.0465628733863439
"2938" 30 38 -0.139493117664378
"2939" 30 39 0
"2940" 30 40 0
"2941" 30 41 -0.104739625621241
"2942" 30 42 -0.0215261909457983
"2943" 30 43 -0.210966606738371
"2944" 30 44 -0.142629292748092
"2945" 30 45 -0.121688706556548
"2946" 30 46 -0.186123236421812
"2947" 30 47 0
"2948" 30 48 -0.00281436737509264
"2949" 30 49 -0.164040813899189
"2950" 30 50 0
"2951" 30 51 0
"2952" 30 52 0
"2953" 30 53 -0.185609120304205
"2954" 30 54 0.264982036175556
"2955" 30 55 0
"2956" 30 56 0
"2957" 30 57 0
"2958" 30 58 -0.193371697648893
"2959" 30 59 -0.0954465919504991
"2960" 30 60 -0.0609308151265665
"2961" 30 61 -0.123796196685896
"2962" 30 62 -0.114284758399769
"2963" 30 63 -0.0604558087403663
"2964" 30 64 0
"2965" 30 65 0
"2966" 30 66 0
"2967" 30 67 0
"2968" 30 68 -0.121692253619936
"2969" 30 69 -0.21398681171531
"2970" 30 70 -0.0134737393208747
"2971" 30 71 0
"2972" 30 72 -0.0558132380329219
"2973" 30 73 -0.133220687564306
"2974" 30 74 0
"2975" 30 75 0
"2976" 30 76 0
"2977" 30 77 0
"2978" 30 78 0
"2979" 30 79 0
"2980" 30 80 0
"2981" 30 81 0
"2982" 30 82 -0.25611159801193
"2983" 30 83 0
"2984" 30 84 0
"2985" 30 85 -0.667695882924343
"2986" 30 86 -0.0523492692550679
"2987" 30 87 -0.155702687178059
"2988" 30 88 0.325934001798238
"2989" 30 89 0.0901065033240773
"2990" 30 90 0
"2991" 30 91 0
"2992" 30 92 0
"2993" 30 93 0
"2994" 30 94 0
"2995" 30 95 0
"2996" 30 96 0
"2997" 30 97 0
"2998" 30 98 0
"2999" 30 99 -0.64546687746404
"3000" 30 100 -0.186230385735804
"3001" 31 1 -0.00360189345529231
"3002" 31 2 -0.00248172252948645
"3003" 31 3 -0.00532441209531938
"3004" 31 4 -0.00498587681455325
"3005" 31 5 -0.0024226915195722
"3006" 31 6 -0.0052520606920031
"3007" 31 7 0
"3008" 31 8 -0.00242528920909538
"3009" 31 9 -0.00186430101901737
"3010" 31 10 -0.00301419776980334
"3011" 31 11 0
"3012" 31 12 -0.00123409128070831
"3013" 31 13 -0.00494885457127899
"3014" 31 14 -0.00451152384380502
